Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73
      Symbyax,,13.4,0.00360728995612028,—,,—,,15.4,0.00362754104539137,—,,—,,—,,18.5,0.0035648219515955,16.8,0.0034944670937682,14.3,0.00277653728908996,23.6,0.00452992437329648,19.3,0.00370847184059336,18.2,0.00360610263522885,21.2,0.00400544135429262,21.4,0.00384753685724559,24.3,0.00409490748542348,15.1,0.00275271169446723,21.2,0.0036879185874576,19.4,0.00343077440005659,21.6,0.0034910783553142,17.6,0.00301411152212632,21.8,0.00348638231860417,20.8,0.00338326908375217,17.3,0.00286115934838336,14.2,0.00253480899678686,—,,6.3,0.00115738614443444,2.6,0.000436439326540547,—,,—,,—,,—,,—,,—,,—,,—,
    Cardiovascular,,179.8,0.0484022935903303,171.2,0.0442731904109235,164.6,0.0425972412722238,126.7,0.0298447695098108,193.1,0.0456922458058257,293.1,0.0632908659036925,311.4,0.0678904683003401,469.3,0.0904308617234469,462,0.0960978450786255,476.6,0.0925382987398792,477.4,0.0916349955852432,466.6,0.0896566300943451,455.1,0.0901723796314642,454.1,0.0857957980652963,509.9,0.091675656238763,552,0.0930201206565333,519.7,0.0947406799744782,530.1,0.0922153605288336,516.5,0.0913399473004757,599.3,0.0968612619601759,577.9,0.0989690368543636,636.1,0.101728797837803,624.8,0.101628198246556,647.5,0.107086744397585,629.9,0.112441985005355,638.2,0.113950041959041,641.2,0.117796189811328,684.3,0.114867473519883,693.9,0.123866476258479,718.9,0.121237162082399,715.6,0.123964937809652,782.3,0.134674975898637,712.8,0.15220687151673,765.3,0.155057135910528,757.2,0.155307147984822,818.3,0.159783648682952
      Cialis,,55.4,0.0149137211618704,50.5,0.0130595567508857,55.6,0.0143888615719055,—,,193.1,0.0456922458058257,293.1,0.0632908659036925,311.4,0.0678904683003401,346.2,0.066710343764452,336.9,0.070076545469673,362.2,0.0703260004271596,376.6,0.0722868440247226,368.8,0.0708644774513383,358.8,0.0710917376659402,363.6,0.0686970979443773,397.2,0.0714131607335491,439.5,0.0740622156314246,408.3,0.0744325950232431,418.7,0.0728363921022876,406.5,0.0718871027640724,465.9,0.0753006206361521,434.4,0.074393752568845,477.2,0.0763165891026564,469.8,0.0764163372859025,494.2,0.0817332341023733,461.8,0.082434844698322,469.5,0.0838288071133965,482.1,0.0885675968621976,513.4,0.0861799808638141,515,0.0919314530524813,517,0.087188222001113,526.7,0.091241381699754,588.3,0.101277372262774,532.4,0.113685379342743,567.8,0.115041737580031,568.4,0.116582914572864,622.4,0.121531642356433
      Effient (Prasugrel),,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,0,,0,,0.3,5.9441252229047e-05,0.3,5.66807738814994e-05,22.6,0.00406328658755843,3.8,0.000640355903070338,8.8,0.00160422933187494,22.9,0.00398364790814995,36.3,0.0064194386970131,47.1,0.00761249030256013,56.3,0.00964173174407453,71.7,0.0114666794607302,83.5,0.0135818734852551,90.9,0.0150334904490201,115.8,0.020671188861121,111,0.0198189512025283,109.7,0.0201532158800727,120.6,0.0202440703003038,115.9,0.020689039628704,137.4,0.023171492655615,124.9,0.0216366975019922,130.6,0.022483129045586,119.3,0.025474578804638,133.6,0.0270686441364778,131.5,0.0269715926571634,137.8,0.026907230585984
      Reopro,,74.1,0.0199477750558592,72.3,0.0186971475859215,66.9,0.0173132165316633,67,0.0157821590935858,—,,—,,—,,71.3,0.0137390164945275,68.9,0.0143314751643232,67.5,0.0131060326582917,60.4,0.0115935352604706,59.5,0.0114328536018293,57.9,0.0114721616802061,57.6,0.0108827085852479,53.8,0.0096727795756922,62.2,0.0104816150449934,59.5,0.0108467778689272,50.1,0.00871531703922763,44.6,0.00788724423930536,51,0.00824282389449186,47.4,0.00811755034936293,47.9,0.00766044555326329,38.2,0.00621350379804486,40,0.00661539733730257,38.7,0.00690824705462335,40.3,0.00719552913028728,31.9,0.00586041555673948,32.2,0.00540513319792523,33.4,0.00596215637272403,32.9,0.00554834140007083,31.6,0.00547413643765374,28.9,0.0049752100261672,28.3,0.00604300570135167,29.2,0.00591620066455953,24.3,0.0049841041944416,28.8,0.00562357213988636
      Adcirca,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14.1,0.00251695822920386,15.2,0.00256336745535187,16.2,0.00280636108512629,14.4,0.00247899738328054,16.5,0.00352330721103543,19.5,0.00395088743009968,19.7,0.00404061121936212,17,0.00331946966590514
      Other Cardiovascular,,—,,—,,—,,8.4,0.00197865875203166,—,,—,,—,,6.8,0.00131031293355943,5.1,0.00106082036775106,5.5,0.00106789895734229,6.1,0.00117087028292833,4.3,0.000826239840132198,4.3,0.000851991281949673,5.1,0.00096357315598549,7.5,0.00134843581445523,9.3,0.00156718681540899,10.7,0.00195059702852976,10.7,0.00186135513612247,10,0.0017684404124003,10.6,0.00171321437807086,11.7,0.00200369913686806,13.9,0.00222296854259624,13,0.00211454317734511,16.4,0.00271231290829405,13.7,0.00244555515887183,17.6,0.00314246433481529,17.5,0.0032149615123179,18.1,0.00303828915783996,15.6,0.00278471974294895,16.4,0.00276573857024807,16.3,0.00282368430170114,20.1,0.00346026718082909,16.3,0.00348060045696227,15.3,0.00309992706053975,13.3,0.00272792534099067,12.3,0.00240173393474313
      Xigris,,50.3,0.0135407973726007,48.4,0.0125164860741162,42.1,0.0108951631686551,51.3,0.0120839516641933,—,,—,,—,,45,0.00867118853090797,51.1,0.0106290040768783,41.4,0.00803836669708561,34.2,0.00656455142231947,34,0.00653305920104529,33.7,0.00667723400039628,27.5,0.00519573760580411,28.8,0.00517799352750809,37.3,0.00628559873276937,32.3,0.00588825084313189,27.7,0.00481864834304601,19.2,0.00339540559180858,24.8,0.00400827514869408,28.1,0.00481230305521304,25.4,0.00406211517855715,20.4,0.00331820621675694,5.9,0.00097577110725213,-0.1,-1.78507675830061e-05,—,,0,,0,,—,,—,,—,,—,,—,,—,,—,,—,
    Other Pharmaceutical,,118.8,0.0319810482676932,64.5,0.0166800279293491,75.1,0.019435314821045,64.6,0.0152168280215768,473.1,0.111947185348193,476.2,0.102828762686245,464.5,0.101268858463417,6.2,0.00119469708648065,0.1,2.08003993676679e-05,-3.8,-0.000737821097800128,-3.3,-0.000633421628469423,8.6,0.0016524796802644,-3.3,-0.000653853774519516,1.6,0.00030229746070133,-0.2,-3.59582883854729e-05,3.9,0.000657207374203768,0.1,1.82298787713062e-05,6.9,0.00120031312516309,-0.3,-5.30532123720091e-05,12.2,0.0019718127747608,1.5,0.000256884504726675,-0.6,-9.59554766588303e-05,1.1,0.000178922884236894,4,0.000661539733730257,-6,-0.00107104605498036,7,0.00124984376952881,3.2,0.000587878676538129,6.8,0.00114145670018297,71,0.0126740449839343,58,0.00978127055331636,62.1,0.0107577174929841,58.3,0.010036496350365,75,0.0160150327774338,77.4,0.0156819839533187,73,0.0149728233001743,61.3,0.0119696170894109
      Human Pharmaceutical - Other,,—,,—,,—,,64.6,0.0152168280215768,—,,—,,—,,6.2,0.00119469708648065,0.1,2.08003993676679e-05,-3.8,-0.000737821097800128,-3.3,-0.000633421628469423,8.6,0.0016524796802644,-3.3,-0.000653853774519516,1.6,0.00030229746070133,-0.2,-3.59582883854729e-05,3.9,0.000657207374203768,0.1,1.82298787713062e-05,6.9,0.00120031312516309,-0.3,-5.30532123720091e-05,12.2,0.0019718127747608,1.5,0.000256884504726675,-0.6,-9.59554766588303e-05,1.1,0.000178922884236894,4,0.000661539733730257,-6,-0.00107104605498036,7,0.00124984376952881,3.2,0.000587878676538129,6.8,0.00114145670018297,52.9,0.00944305605141021,18.2,0.00306929524259237,42.7,0.00739701347746249,38.8,0.00667952072717257,47,0.0100360872071918,51.9,0.0105154388524192,47.6,0.00976310122038765,41.4,0.00808388495108664
      Vancocin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,18.1,0.0032309889325241,39.8,0.00671197531072398,19.4,0.0033607040155216,19.5,0.0033569756231924,28.1,0.00600029894727851,25.5,0.00516654510089959,25.4,0.00520972207978669,20,0.00390525843047664
    Anti-Infectives,,87.9,0.0236627453091771,69.6,0.0179989138586465,58.5,0.0151393597474185,58.7,0.0138270558028879,—,,—,,—,,56.9,0.010964236164637,51.2,0.0106498044762459,53.2,0.0103294953692018,55.5,0.0106530001151676,46.3,0.00889648944142344,43,0.00851991281949673,44.8,0.00846432889963724,44.4,0.00798274002157497,43.5,0.00733038994304203,41.5,0.00756539969009206,42.2,0.00734104549012786,39.9,0.00705607724547721,42.3,0.0068366951124903,44.5,0.00762090697355802,45.2,0.00722864590829855,40.2,0.00653881813302103,31.1,0.00514347142975275,43.8,0.00781863620135666,31.2,0.00557073222989983,31.3,0.00575018830488858,34.1,0.00572406962885871,—,,—,,—,,—,,—,,—,,—,,—,
      Other Anti-infectives,,—,,—,,—,,19,0.00447553765340494,—,,—,,—,,19.4,0.00373824572221366,14.3,0.0029744571095765,13,0.0025241248082636,15.6,0.00299435678912818,13.8,0.00265165344042427,9,0.00178323756687141,7.7,0.00145480652962515,8.3,0.00149226896799712,8.6,0.00144922651747498,7.3,0.00133078115030535,4.7,0.000817604592502392,6.1,0.00107874865156419,7.3,0.00117985518489785,6.7,0.00114741745444581,5.4,0.000863599289929473,4.2,0.000683160103449958,4,0.000661539733730257,5,0.000892538379150304,15.3,0.00273180138197011,4.3,0.000789961971598111,5.7,0.00095680929280043,—,,—,,—,,—,,—,,—,,—,,—,
      Ceclor,,—,,—,,—,,15.2,0.00358043012272395,—,,—,,—,,16.2,0.00312162787112687,14.6,0.00303685830767951,15.7,0.00304836611459527,17.3,0.00332066490076394,15.6,0.0029975212804796,14,0.00277392510402219,12.9,0.00243727327690447,14.7,0.00264293419633225,14.8,0.00249401772774763,13.3,0.00242457387658372,14.7,0.00255718883186918,10.9,0.00192760004951633,14.5,0.00234354797000259,13,0.00222633237429785,15.3,0.00244686465480017,10.8,0.00175669740887132,13.5,0.00223269660133962,19.3,0.00344519814352017,—,,10.6,0.00194734811603255,14,0.00235005791214141,—,,—,,—,,—,,—,,—,,—,,—,
      Vancocin,,—,,—,,—,,24.5,0.005771088026759,—,,—,,—,,21.3,0.00410436257129644,22.3,0.00463848905898993,24.5,0.00475700444634293,22.6,0.00433797842527544,16.9,0.00324731472051957,20,0.00396275014860313,24.2,0.00457224909310762,21.4,0.00384753685724559,20.2,0.00340399716895285,20.9,0.00381004466320299,22.8,0.00396625206575628,23,0.0040674129485207,20.5,0.00331329195758986,24.8,0.00424715714481436,24.5,0.0039181819635689,25.3,0.00411522633744856,13.5,0.00223269660133962,19.5,0.00348089967868618,15.9,0.00283893084792972,16.4,0.00301287821725791,14.4,0.00241720242391687,—,,—,,—,,—,,—,,—,,—,,—,
  Animal Health,,198.3,0.0533825073357202,201,0.0519796219193669,216.2,0.0559509329468699,259.9,0.0612206440063129,215.1,0.0508979910555832,214.7,0.0463614770028072,236.6,0.0515828028254992,329.4,0.0634731000462463,235.3,0.0489433397121225,254.5,0.0494145972079296,277.1,0.0531882221966294,326.4,0.0627173683300348,264.1,0.0523281157123043,275.4,0.0520329504232164,314.6,0.0565623876303488,353.1,0.0595025445721411,289.6,0.0527937289217027,324.2,0.0563973210402714,353.2,0.0624613153659787,424.4,0.0685932247220067,369.8,0.0633305932319496,389.5,0.062291096931024,451,0.0733583825371265,468.2,0.0774332258331266,490.7,0.0875937165298108,512.3,0.0914707090185155,479.5,0.0880899454375103,554.1,0.0930119349369681,499.1,0.0890931810067833,543.5,0.0916572507884041,530.3,0.0918650174964487,578.4,0.0995730615617684,527.4,0.112617710490914,601.2,0.12180889861415,584.7,0.119926161419342,633.3,0.123660008201043
    Food and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,354.7,0.0633166726169225,375.8,0.0633758874816601,412.3,0.0714236219381215,469.3,0.0807912133314971,388.8,0.0830219299182166,469,0.0950239079341924,449.4,0.0921751615218952,523.2,0.102161560541269
    Companion,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,144.3,0.0257586576222778,167.9,0.0283150918258934,118,0.0204413955583273,109.1,0.0187818482302713,138.6,0.0295957805726976,132.2,0.0267849906799579,135.3,0.0277509998974464,110.1,0.0214984476597739
  Collaboration,,—,,—,,—,,—,,—,,—,,—,,—,,98.2,0.0204259921790498,116.6,0.0226394578956566,117.1,0.0224768705132635,114.2,0.0219433929635109,155.2,0.0307509411531603,179.5,0.0339139963724305,176.5,0.0317331895001798,153.3,0.0258333052475481,153,0.0278917145200984,159.4,0.0277289727755067,168,0.0297097989283251,153.4,0.0247931212826481,149.3,0.0255685710371284,166.3,0.0265956596139391,176.3,0.0286764586281494,189.9,0.031406598858844,188.5,0.0336486968939664,145.2,0.0259253307622262,142.5,0.0261789723145886,157.3,0.0264045792557031,—,,—,,—,,—,,—,,—,,—,,—,
    Exenatide,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,51.6,0.00921099607283113,14.1,0.00251754245005089,4.7,0.000863446806165378,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Livalo,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.1,0.000194528445364033,2.7,0.000436384794414275,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Cymbalta,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,19.2,0.00339540559180858,2.3,0.00037173519524179,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Other,,—,,—,,—,,—,,—,,—,,—,,—,,3.4,0.000707213578500707,9.6,0.00186396908917927,5.3,0.0010173135245115,3.8,0.000730165440116827,4.7,0.000931246284921736,11.4,0.00215386940749698,6.9,0.00124056094929881,5.7,0.000960533854605507,5,0.000911493938565309,12,0.00208750108724015,7.1,0.00125559269280422,5.6,0.000905094388414792,11.3,0.00193519660227428,19.4,0.00310256041196885,32.1,0.00522129507636754,39.2,0.00648308939055652,44.8,0.00799714387718672,36.6,0.00653489742353634,34.8,0.00639318060735216,37.9,0.00636194249072566,—,,—,,—,,—,,—,,—,,—,,—,
    Actos,,—,,—,,—,,—,,—,,—,,—,,—,,28.5,0.00592811381978534,28.5,0.00553365823350096,28.5,0.00547045951859956,12.2,0.00234421536037507,12.2,0.00241727759064791,12.3,0.00232391172914148,12.2,0.00219345559151384,0,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Erbitux Royalty,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,0,,26.7,0.00513037296082086,68,0.0134733505052506,75.8,0.0143213422007255,79.6,0.0143113987774182,74.8,0.0126049004078056,75.5,0.0137635584723362,82.3,0.0143167782899887,76.9,0.0135993067713583,79.5,0.0128491078355314,76.9,0.0131696122756542,82.1,0.0131299077228166,81.1,0.0131914962832837,81.5,0.013478872074754,79.3,0.0141556586933238,81.4,0.0145338975485207,80.4,0.0147704517480205,79.5,0.0133449717153744,—,,—,,—,,—,,—,,—,,—,,—,
    Tradjenta,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1.9,0.00033052100547969,—,,—,,—,,5.6,0.000895584448815749,2.8,0.000455440068966639,6.7,0.00110807905399818,12.8,0.00228489825062478,13.1,0.0023389933401182,22.6,0.00415189315305054,39.9,0.00669766504960301,—,,—,,—,,—,,—,,—,,—,,—,
    Byetta,,—,,—,,—,,—,,—,,—,,—,,—,,66.3,0.0137906647807638,78.5,0.0152418305729763,83.2,0.0159699028753503,71.5,0.0137386392021982,70.2,0.013909253021597,79.9,0.0150959794437727,77.8,0.0139877741819489,72.9,0.0122847224562704,72.5,0.013216662109197,63.2,0.0109941723927981,63.6,0.0112472810228659,63.2,0.0102146366692527,61,0.0104466365255514,59.2,0.00946760703033792,60.3,0.00980822719953155,62.6,0.0103530968328785,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Net Sales % Increased at Constant Currency,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Animal Health,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,7,,12,,6,,7,,11,,10,,12,
    Food and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11,,6,,11,,25,,9,,14,
    Companion,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,13,,5,,-4,,-22,,15,,4,
  Human Pharmaceutical,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8,,8,,0,,-14,,-17,,-15,,-10,
    Cardiovascular,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14,,10,,13,,4,,4,,5,,9,
      Adcirca,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,25,,23,,14,,21,,28,,22,,24,
      Cialis,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14,,10,,16,,6,,7,,8,,11,
      Effient (Prasugrel),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,24,,13,,7,,3,,-4,,5,,7,
      Reopro,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-18,,-2,,-11,,-15,,-13,,-24,,5,
      Other Cardiovascular,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,23,,19,,17,,-19,,-7,,18,,-38,
    Other Pharmaceutical,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-13,,4,,-8,,4,,34,,-18,,6,
      Human Pharmaceutical - Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-22,,0,,-20,,-12,,31,,12,,8,
      Vancocin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,16,,32,,51,,38,,31,,2,
    Human Pharmaceutical - Oncology,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-2,,6,,7,,2,,6,,7,,5,
      Alimta,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,5,,9,,8,,4,,5,,4,,4,
      Erbitux Mfg,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-57,,-1,,96,,-48,,0,,44,,-20,
      Gemzar,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-32,,-21,,-20,,-16,,-14,,-13,,-28,
      Other Oncology,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-18,,—,,75,,-66,,68,,—,
      Erbitux Royalty,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,6,,11,,13,,3,,5,,—,
    Diabetes,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8,,10,,18,,-2,,-2,,-3,,-4,
      Forteo,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14,,13,,22,,12,,5,,9,,12,
      Humulin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,9,,8,,9,,3,,9,,10,,12,
      Glucagon,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,16,,1,,—,,12,,5,,6,,7,
      Trajenta,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,85,,64,,27,,6,
      Other Pharnaceutical - Humatrope,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-4,,-2,,-3,,-18,,5,,-18,,6,
      Humalog,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4,,8,,20,,4,,11,,15,,3,
      Jardiance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,0,
      Axiron,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,7,,0,,-11,,-11,
      Evista,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8,,8,,19,,-35,,-60,,-64,,-72,
      Other Endocrinology,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-69,,-40,,-65,,-81,,-85,,-91,,-90,
      Actos,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-38,,-30,,-35,,-24,,-33,,-20,,—,
    Neuroscience,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12,,5,,-25,,-46,,-55,,-53,,-37,
      Prozac,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,,-2,,-12,,-5,,-7,,2,,7,
      Strattera,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,13,,23,,27,,-4,,18,,11,,1,
      Other Neuroscience,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-65,,-68,,-40,,-70,,-13,,22,,-4,
      Zyprexa,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-18,,-18,,0,,8,,-13,,-6,,-20,
      Cymbalta,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,23,,12,,-37,,-63,,-73,,-73,,-55,
      Amyvid,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-9,,15,,55,,5,,-14,,—,
Revenue Growth %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Animal Health,,1,,0,,0,,1,,8,,7,,9,,—,,9,,19,,—,,10,,12,,8,,14,,8,,10,,18,,12,,20,,28,,20,,28,,10,,33,,32,,6,,18,,2,,6,,11,,4,,6,,11,,10,,9,
    Food and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,10,,4,,10,,25,,9,,11,
