Date,Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,      Vehicles,      Parts,      Others,      Others,      Parts For Production,    Others,    Others,    Others,    Others,    Others,    Others,      Information & Communication Business,      Housing Business,      Others,      Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Intersegment Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Revenue Including Intersegment Revenue,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Operating Income,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Others,    Others,    Others,    Others,    Others,    Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Adjustments,  Adjustments,  Adjustments,Revenue Growth %,  Others,  Others,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Automotive,  Automotive,Revenue Including Intersegment Growth%,  Others,  Others,  Automotive,  Automotive,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Assets,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,  Adjustments,  Adjustments,  Adjustments,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Number of Employees,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,  Goods & Products,    Others,    Others,    Others,    Others,    Others,    Others,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,    Automotive,  Adjustments,  Adjustments,  Adjustments,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,  Financial Services,Vehicles Sold - Retail Basis,  Total Retail Unit Sales,Source: Bloomberg
09/30/2015,7103.84,6634.883,131.257,6766.14,728.743,—,—,6458.452,13.089,6471.541,713.791,—,—,—,—,—,—,—,176.431,118.168,294.599,14.952,—,—,—,—,—,—,468.957,10.722,479.679,95.67,—,—,—,—,141.979,6634.883,131.257,6766.14,728.743,—,—,176.431,118.168,294.599,14.952,—,—,6458.452,13.089,6471.541,713.791,—,—,468.957,10.722,479.679,95.67,—,—,—,—,7245.819,6634.883,131.257,6766.14,728.743,—,—,6458.452,13.089,6471.541,713.791,—,—,176.431,118.168,294.599,14.952,—,—,468.957,10.722,479.679,95.67,—,—,—,—,827.404,6634.883,131.257,6766.14,728.743,—,—,6458.452,13.089,6471.541,713.791,—,—,176.431,118.168,294.599,14.952,—,—,468.957,10.722,479.679,95.67,—,—,—,—,2.991,—,—,—,—,—,468.957,10.722,479.679,95.67,—,—,—,—,—,—,—,—,—,—,—,468.957,10.722,479.679,95.67,—,—,—,—,—,6634.883,131.257,6766.14,728.743,—,—,176.431,118.168,294.599,14.952,—,—,6458.452,13.089,6471.541,713.791,—,—,2.991,—,—,468.957,10.722,479.679,95.67,—,—,—,—,—,6634.883,131.257,6766.14,728.743,—,—,176.431,118.168,294.599,14.952,—,—,6458.452,13.089,6471.541,713.791,—,—,2.991,—,—,468.957,10.722,479.679,95.67,—,—,—,—,—,—,
12/31/2015,7339.882,6865.988,132.098,6998.086,625.55,—,—,6698.705,16.317,6715.022,607.66,—,—,—,—,—,—,—,167.283,115.781,283.064,17.89,—,—,—,—,—,—,473.894,10.079,483.973,99.227,—,—,—,—,142.177,6865.988,132.098,6998.086,625.55,—,—,167.283,115.781,283.064,17.89,—,—,6698.705,16.317,6715.022,607.66,—,—,473.894,10.079,483.973,99.227,—,—,—,—,7482.059,6865.988,132.098,6998.086,625.55,—,—,6698.705,16.317,6715.022,607.66,—,—,167.283,115.781,283.064,17.89,—,—,473.894,10.079,483.973,99.227,—,—,—,—,722.266,6865.988,132.098,6998.086,625.55,—,—,6698.705,16.317,6715.022,607.66,—,—,167.283,115.781,283.064,17.89,—,—,473.894,10.079,483.973,99.227,—,—,—,—,-2.511,—,—,—,—,—,473.894,10.079,483.973,99.227,—,—,—,—,—,—,—,—,—,—,—,473.894,10.079,483.973,99.227,—,—,—,—,—,6865.988,132.098,6998.086,625.55,—,—,167.283,115.781,283.064,17.89,—,—,6698.705,16.317,6715.022,607.66,—,—,-2.511,—,—,473.894,10.079,483.973,99.227,—,—,—,—,—,6865.988,132.098,6998.086,625.55,—,—,167.283,115.781,283.064,17.89,—,—,6698.705,16.317,6715.022,607.66,—,—,-2.511,—,—,473.894,10.079,483.973,99.227,—,—,—,—,—,—,
03/31/2016,6971.748,6520.507,201.731,6722.238,471.366,17538.905,334019,6368.268,11.195,6379.463,449.984,15621.757,310944,—,—,—,—,—,152.239,190.536,342.775,21.382,1917.148,23075,—,—,—,—,451.241,11.029,462.27,74.156,—,—,21709.01,9777,212.76,6520.507,201.731,6722.238,471.366,17538.905,334019,152.239,190.536,342.775,21.382,1917.148,23075,6368.268,11.195,6379.463,449.984,15621.757,310944,451.241,11.029,462.27,74.156,—,—,21709.01,9777,7184.508,6520.507,201.731,6722.238,471.366,17538.905,334019,6368.268,11.195,6379.463,449.984,15621.757,310944,152.239,190.536,342.775,21.382,1917.148,23075,451.241,11.029,462.27,74.156,—,—,21709.01,9777,548.3,6520.507,201.731,6722.238,471.366,17538.905,334019,6368.268,11.195,6379.463,449.984,15621.757,310944,152.239,190.536,342.775,21.382,1917.148,23075,451.241,11.029,462.27,74.156,—,—,21709.01,9777,2.778,8179.682,5081,—,—,—,451.241,11.029,462.27,74.156,—,—,21709.01,9777,—,—,—,—,—,—,—,451.241,11.029,462.27,74.156,—,—,21709.01,9777,47427.597,6520.507,201.731,6722.238,471.366,17538.905,334019,152.239,190.536,342.775,21.382,1917.148,23075,6368.268,11.195,6379.463,449.984,15621.757,310944,2.778,8179.682,5081,451.241,11.029,462.27,74.156,—,—,21709.01,9777,348877,6520.507,201.731,6722.238,471.366,17538.905,334019,152.239,190.536,342.775,21.382,1917.148,23075,6368.268,11.195,6379.463,449.984,15621.757,310944,2.778,8179.682,5081,451.241,11.029,462.27,74.156,—,—,21709.01,9777,—,—,
06/30/2016,6589.113,6159.004,119.076,6278.08,553.769,—,—,6017.861,11.176,6029.037,543.441,—,—,—,—,—,—,—,141.143,107.9,249.043,10.328,—,—,—,—,—,—,430.109,8.802,438.911,90.241,-6.7,-6.7,—,—,127.878,6159.004,119.076,6278.08,553.769,—,—,141.143,107.9,249.043,10.328,—,—,6017.861,11.176,6029.037,543.441,—,—,430.109,8.802,438.911,90.241,-6.7,-6.7,—,—,6716.991,6159.004,119.076,6278.08,553.769,—,—,6017.861,11.176,6029.037,543.441,—,—,141.143,107.9,249.043,10.328,—,—,430.109,8.802,438.911,90.241,-6.7,-6.7,—,—,642.23,6159.004,119.076,6278.08,553.769,—,—,6017.861,11.176,6029.037,543.441,—,—,141.143,107.9,249.043,10.328,—,—,430.109,8.802,438.911,90.241,-6.7,-6.7,—,—,-1.78,—,—,—,-3.1,-3.1,430.109,8.802,438.911,90.241,-6.7,-6.7,—,—,-6,-6,—,-3.1,-3.1,-6,-6,430.109,8.802,438.911,90.241,-6.7,-6.7,—,—,—,6159.004,119.076,6278.08,553.769,—,—,141.143,107.9,249.043,10.328,—,—,6017.861,11.176,6029.037,543.441,—,—,-1.78,—,—,430.109,8.802,438.911,90.241,-6.7,-6.7,—,—,—,6159.004,119.076,6278.08,553.769,—,—,141.143,107.9,249.043,10.328,—,—,6017.861,11.176,6029.037,543.441,—,—,-1.78,—,—,430.109,8.802,438.911,90.241,-6.7,-6.7,—,—,2529000,2529000,
09/30/2016,6481.42,6057.702,135.079,6192.781,410.82,—,—,5897.299,11.673,5908.972,393.919,—,—,—,—,—,—,—,160.403,123.406,283.809,16.901,—,—,—,—,—,—,423.718,8.335,432.053,61.955,—,—,—,—,143.414,6057.702,135.079,6192.781,410.82,—,—,160.403,123.406,283.809,16.901,—,—,5897.299,11.673,5908.972,393.919,—,—,423.718,8.335,432.053,61.955,—,—,—,—,6624.834,6057.702,135.079,6192.781,410.82,—,—,5897.299,11.673,5908.972,393.919,—,—,160.403,123.406,283.809,16.901,—,—,423.718,8.335,432.053,61.955,—,—,—,—,474.635,6057.702,135.079,6192.781,410.82,—,—,5897.299,11.673,5908.972,393.919,—,—,160.403,123.406,283.809,16.901,—,—,423.718,8.335,432.053,61.955,—,—,—,—,1.86,—,—,—,—,—,423.718,8.335,432.053,61.955,—,—,—,—,—,—,—,—,—,—,—,423.718,8.335,432.053,61.955,—,—,—,—,—,6057.702,135.079,6192.781,410.82,—,—,160.403,123.406,283.809,16.901,—,—,5897.299,11.673,5908.972,393.919,—,—,1.86,—,—,423.718,8.335,432.053,61.955,—,—,—,—,—,6057.702,135.079,6192.781,410.82,—,—,160.403,123.406,283.809,16.901,—,—,5897.299,11.673,5908.972,393.919,—,—,1.86,—,—,423.718,8.335,432.053,61.955,—,—,—,—,2538000,2538000,
12/31/2016,7084.187,6617,128.601,6745.601,399.287,—,—,6456.333,13.213,6469.546,382.76,—,—,—,—,—,—,—,160.667,115.388,276.055,16.527,—,—,—,—,—,—,467.187,8.814,476.001,42.698,—,—,—,—,137.415,6617,128.601,6745.601,399.287,—,—,160.667,115.388,276.055,16.527,—,—,6456.333,13.213,6469.546,382.76,—,—,467.187,8.814,476.001,42.698,—,—,—,—,7221.602,6617,128.601,6745.601,399.287,—,—,6456.333,13.213,6469.546,382.76,—,—,160.667,115.388,276.055,16.527,—,—,467.187,8.814,476.001,42.698,—,—,—,—,438.586,6617,128.601,6745.601,399.287,—,—,6456.333,13.213,6469.546,382.76,—,—,160.667,115.388,276.055,16.527,—,—,467.187,8.814,476.001,42.698,—,—,—,—,-3.399,—,—,—,—,—,467.187,8.814,476.001,42.698,—,—,—,—,—,—,—,—,—,—,—,467.187,8.814,476.001,42.698,—,—,—,—,—,6617,128.601,6745.601,399.287,—,—,160.667,115.388,276.055,16.527,—,—,6456.333,13.213,6469.546,382.76,—,—,-3.399,—,—,467.187,8.814,476.001,42.698,—,—,—,—,—,6617,128.601,6745.601,399.287,—,—,160.667,115.388,276.055,16.527,—,—,6456.333,13.213,6469.546,382.76,—,—,-3.399,—,—,467.187,8.814,476.001,42.698,—,—,—,—,2645000,2645000,
03/31/2017,7442.473,6979.79,206.647,7186.437,410.424,18326.994,348889,6660.736,13.556,6674.292,372.853,16156.496,316577,—,—,—,—,—,319.054,193.091,512.145,37.571,2170.498,32312,—,—,—,—,462.683,13.952,476.635,27.534,—,—,22507.613,10280,220.599,6979.79,206.647,7186.437,410.424,18326.994,348889,319.054,193.091,512.145,37.571,2170.498,32312,6660.736,13.556,6674.292,372.853,16156.496,316577,462.683,13.952,476.635,27.534,—,—,22507.613,10280,7663.072,6979.79,206.647,7186.437,410.424,18326.994,348889,6660.736,13.556,6674.292,372.853,16156.496,316577,319.054,193.091,512.145,37.571,2170.498,32312,462.683,13.952,476.635,27.534,—,—,22507.613,10280,438.921,6979.79,206.647,7186.437,410.424,18326.994,348889,6660.736,13.556,6674.292,372.853,16156.496,316577,319.054,193.091,512.145,37.571,2170.498,32312,462.683,13.952,476.635,27.534,—,—,22507.613,10280,0.963,7915.579,5276,—,—,—,462.683,13.952,476.635,27.534,—,—,22507.613,10280,—,—,—,—,—,—,—,462.683,13.952,476.635,27.534,—,—,22507.613,10280,48750.186,6979.79,206.647,7186.437,410.424,18326.994,348889,319.054,193.091,512.145,37.571,2170.498,32312,6660.736,13.556,6674.292,372.853,16156.496,316577,0.963,7915.579,5276,462.683,13.952,476.635,27.534,—,—,22507.613,10280,364445,6979.79,206.647,7186.437,410.424,18326.994,348889,319.054,193.091,512.145,37.571,2170.498,32312,6660.736,13.556,6674.292,372.853,16156.496,316577,0.963,7915.579,5276,462.683,13.952,476.635,27.534,—,—,22507.613,10280,2539000,2539000,
06/30/2017,7047.606,6578.122,128.529,6706.651,503.023,—,—,6356.753,11.912,6368.665,489.378,—,—,—,—,—,—,—,221.369,116.617,337.986,13.645,—,—,—,—,—,—,469.484,34.284,503.768,75.3,14.8,14.8,—,—,162.813,6578.122,128.529,6706.651,503.023,—,—,221.369,116.617,337.986,13.645,—,—,6356.753,11.912,6368.665,489.378,—,—,469.484,34.284,503.768,75.3,14.8,14.8,—,—,7210.419,6578.122,128.529,6706.651,503.023,—,—,6356.753,11.912,6368.665,489.378,—,—,221.369,116.617,337.986,13.645,—,—,469.484,34.284,503.768,75.3,14.8,14.8,—,—,574.294,6578.122,128.529,6706.651,503.023,—,—,6356.753,11.912,6368.665,489.378,—,—,221.369,116.617,337.986,13.645,—,—,469.484,34.284,503.768,75.3,14.8,14.8,—,—,-4.029,—,—,—,35.7,35.7,469.484,34.284,503.768,75.3,14.8,14.8,—,—,5.6,5.6,—,35.7,35.7,5.6,5.6,469.484,34.284,503.768,75.3,14.8,14.8,—,—,—,6578.122,128.529,6706.651,503.023,—,—,221.369,116.617,337.986,13.645,—,—,6356.753,11.912,6368.665,489.378,—,—,-4.029,—,—,469.484,34.284,503.768,75.3,14.8,14.8,—,—,—,6578.122,128.529,6706.651,503.023,—,—,221.369,116.617,337.986,13.645,—,—,6356.753,11.912,6368.665,489.378,—,—,-4.029,—,—,469.484,34.284,503.768,75.3,14.8,14.8,—,—,2590000,2590000,
09/30/2017,7143.601,6655.852,143.236,6799.088,445.994,—,—,6356.581,11.64,6368.221,423.154,—,—,—,—,—,—,—,299.271,131.596,430.867,22.84,—,—,—,—,—,—,487.749,6.055,493.804,69.421,—,—,—,—,149.291,6655.852,143.236,6799.088,445.994,—,—,299.271,131.596,430.867,22.84,—,—,6356.581,11.64,6368.221,423.154,—,—,487.749,6.055,493.804,69.421,—,—,—,—,7292.892,6655.852,143.236,6799.088,445.994,—,—,6356.581,11.64,6368.221,423.154,—,—,299.271,131.596,430.867,22.84,—,—,487.749,6.055,493.804,69.421,—,—,—,—,522.247,6655.852,143.236,6799.088,445.994,—,—,6356.581,11.64,6368.221,423.154,—,—,299.271,131.596,430.867,22.84,—,—,487.749,6.055,493.804,69.421,—,—,—,—,6.832,—,—,—,—,—,487.749,6.055,493.804,69.421,—,—,—,—,—,—,—,—,—,—,—,487.749,6.055,493.804,69.421,—,—,—,—,—,6655.852,143.236,6799.088,445.994,—,—,299.271,131.596,430.867,22.84,—,—,6356.581,11.64,6368.221,423.154,—,—,6.832,—,—,487.749,6.055,493.804,69.421,—,—,—,—,—,6655.852,143.236,6799.088,445.994,—,—,299.271,131.596,430.867,22.84,—,—,6356.581,11.64,6368.221,423.154,—,—,6.832,—,—,487.749,6.055,493.804,69.421,—,—,—,—,2626000,2626000,
12/31/2017,7605.767,7101.556,142.383,7243.939,593.786,—,—,6852.678,10.2,6862.878,569.045,—,—,—,—,—,—,—,248.878,132.183,381.061,24.741,—,—,—,—,—,—,504.211,8.326,512.537,82.635,—,—,—,—,150.709,7101.556,142.383,7243.939,593.786,—,—,248.878,132.183,381.061,24.741,—,—,6852.678,10.2,6862.878,569.045,—,—,504.211,8.326,512.537,82.635,—,—,—,—,7756.476,7101.556,142.383,7243.939,593.786,—,—,6852.678,10.2,6862.878,569.045,—,—,248.878,132.183,381.061,24.741,—,—,504.211,8.326,512.537,82.635,—,—,—,—,673.645,7101.556,142.383,7243.939,593.786,—,—,6852.678,10.2,6862.878,569.045,—,—,248.878,132.183,381.061,24.741,—,—,504.211,8.326,512.537,82.635,—,—,—,—,-2.776,—,—,—,—,—,504.211,8.326,512.537,82.635,—,—,—,—,—,—,—,—,—,—,—,504.211,8.326,512.537,82.635,—,—,—,—,—,7101.556,142.383,7243.939,593.786,—,—,248.878,132.183,381.061,24.741,—,—,6852.678,10.2,6862.878,569.045,—,—,-2.776,—,—,504.211,8.326,512.537,82.635,—,—,—,—,—,7101.556,142.383,7243.939,593.786,—,—,248.878,132.183,381.061,24.741,—,—,6852.678,10.2,6862.878,569.045,—,—,-2.776,—,—,504.211,8.326,512.537,82.635,—,—,—,—,2631000,2631000,
03/31/2018,7582.536,7084.746,209.634,7294.38,569.144,19232.327,353264,6781.217,16.959,6798.176,529.558,17054.209,320339,—,—,—,—,—,303.529,192.675,496.204,39.586,2178.118,32925,—,—,—,—,497.79,9.109,506.899,58.19,—,—,23055.981,10492,218.743,7084.746,209.634,7294.38,569.144,19232.327,353264,303.529,192.675,496.204,39.586,2178.118,32925,6781.217,16.959,6798.176,529.558,17054.209,320339,497.79,9.109,506.899,58.19,—,—,23055.981,10492,7801.279,7084.746,209.634,7294.38,569.144,19232.327,353264,6781.217,16.959,6798.176,529.558,17054.209,320339,303.529,192.675,496.204,39.586,2178.118,32925,497.79,9.109,506.899,58.19,—,—,23055.981,10492,629.676,7084.746,209.634,7294.38,569.144,19232.327,353264,6781.217,16.959,6798.176,529.558,17054.209,320339,303.529,192.675,496.204,39.586,2178.118,32925,497.79,9.109,506.899,58.19,—,—,23055.981,10492,2.342,8019.941,5368,—,—,—,497.79,9.109,506.899,58.19,—,—,23055.981,10492,—,—,—,—,—,—,—,497.79,9.109,506.899,58.19,—,—,23055.981,10492,50308.249,7084.746,209.634,7294.38,569.144,19232.327,353264,303.529,192.675,496.204,39.586,2178.118,32925,6781.217,16.959,6798.176,529.558,17054.209,320339,2.342,8019.941,5368,497.79,9.109,506.899,58.19,—,—,23055.981,10492,369124,7084.746,209.634,7294.38,569.144,19232.327,353264,303.529,192.675,496.204,39.586,2178.118,32925,6781.217,16.959,6798.176,529.558,17054.209,320339,2.342,8019.941,5368,497.79,9.109,506.899,58.19,—,—,23055.981,10492,2594000,2594000,
06/30/2018,7362.733,6853.963,137.555,6991.518,614.003,—,—,6624.656,8.775,6633.431,602.541,—,—,5681.666,500.983,303.267,—,138.74,229.307,128.78,358.087,11.462,—,—,—,—,303.267,—,508.77,8.085,516.855,73.556,—,2.6,—,—,145.64,6853.963,137.555,6991.518,614.003,—,—,229.307,128.78,358.087,11.462,—,—,6624.656,8.775,6633.431,602.541,—,—,508.77,8.085,516.855,73.556,—,2.6,—,—,7508.373,6853.963,137.555,6991.518,614.003,—,—,6624.656,8.775,6633.431,602.541,—,—,229.307,128.78,358.087,11.462,—,—,508.77,8.085,516.855,73.556,—,2.6,—,—,682.687,6853.963,137.555,6991.518,614.003,—,—,6624.656,8.775,6633.431,602.541,—,—,229.307,128.78,358.087,11.462,—,—,508.77,8.085,516.855,73.556,—,2.6,—,—,-4.872,—,—,—,—,5.9,508.77,8.085,516.855,73.556,—,2.6,—,—,—,4.2,—,—,5.9,—,4.2,508.77,8.085,516.855,73.556,—,2.6,—,—,—,6853.963,137.555,6991.518,614.003,—,—,229.307,128.78,358.087,11.462,—,—,6624.656,8.775,6633.431,602.541,—,—,-4.872,—,—,508.77,8.085,516.855,73.556,—,2.6,—,—,—,6853.963,137.555,6991.518,614.003,—,—,229.307,128.78,358.087,11.462,—,—,6624.656,8.775,6633.431,602.541,—,—,-4.872,—,—,508.77,8.085,516.855,73.556,—,2.6,—,—,2616000,2616000,
09/30/2018,7311.273,6784.867,142.326,6927.193,491.57,—,—,6505.842,9.037,6514.879,462.212,—,—,5537.552,513.08,294.932,—,160.278,279.025,133.289,412.314,29.358,—,—,—,—,294.932,—,526.406,8.039,534.445,81.435,—,—,—,—,150.365,6784.867,142.326,6927.193,491.57,—,—,279.025,133.289,412.314,29.358,—,—,6505.842,9.037,6514.879,462.212,—,—,526.406,8.039,534.445,81.435,—,—,—,—,7461.638,6784.867,142.326,6927.193,491.57,—,—,6505.842,9.037,6514.879,462.212,—,—,279.025,133.289,412.314,29.358,—,—,526.406,8.039,534.445,81.435,—,—,—,—,579.158,6784.867,142.326,6927.193,491.57,—,—,6505.842,9.037,6514.879,462.212,—,—,279.025,133.289,412.314,29.358,—,—,526.406,8.039,534.445,81.435,—,—,—,—,6.153,—,—,—,—,—,526.406,8.039,534.445,81.435,—,—,—,—,—,—,—,—,—,—,—,526.406,8.039,534.445,81.435,—,—,—,—,—,6784.867,142.326,6927.193,491.57,—,—,279.025,133.289,412.314,29.358,—,—,6505.842,9.037,6514.879,462.212,—,—,6.153,—,—,526.406,8.039,534.445,81.435,—,—,—,—,—,6784.867,142.326,6927.193,491.57,—,—,279.025,133.289,412.314,29.358,—,—,6505.842,9.037,6514.879,462.212,—,—,6.153,—,—,526.406,8.039,534.445,81.435,—,—,—,—,2677000,2677000,
