NFLX US Equity,"""=BDH($A$1, $B7, ""19900101"","""",""sort=a"",""dir=h"",""per=cy"")",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
Income (Loss) Incl. MI,NI_INCLUDING_MINORITY_INT_RATIO,,,,,,,,,-11.081,-29.845,-57.363,-38.618,-20.948,6.095,21.595,42.027,49.082,66.608,83.026,115.86,160.853,226.126,17.152,112.403,266.799,122.641,186.678,558.929,1211.242,1866.916,2761.395,5116.228,4491.924,5407.99
  - Minority Interest,MIN_NONCONTROL_INTEREST_CREDITS,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",NET_INCOME,,,,,,,,,-11.081,-29.845,-57.363,-38.618,-20.948,6.512,21.595,42.027,49.082,66.608,83.026,115.86,160.853,226.126,17.152,112.403,266.799,122.641,186.678,558.929,1211.242,1866.916,2761.395,5116.228,4491.924,5407.99
  - Preferred Dividends,IS_TOT_CASH_PFD_DVD,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  - Other Adjustments,OTHER_ADJUSTMENTS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",EARN_FOR_COMMON,,,,,,,,,-11.081,-29.845,-57.363,-38.618,-20.948,6.512,21.595,42.027,49.082,66.608,83.026,115.86,160.853,226.126,17.152,112.403,266.799,122.641,186.678,558.929,1211.242,1866.916,2761.395,5116.228,4491.924,5407.99
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Income Avail to Common, Adj",EARN_FOR_COMMON,,,,,,,,,-11.081,-29.845,-57.363,-38.618,-20.948,6.512,21.595,42.027,49.082,66.608,83.026,115.86,160.853,226.126,17.152,112.403,266.799,122.641,186.678,558.929,1211.242,1866.916,2761.395,5116.228,4491.924,5407.99
  Net Abnormal Losses (Gains),IS_NET_ABNORMAL_ITEMS,,,,,,,,,,,,,,10.719,,,,,-4.1126,-2.964,0,0,0,16.3339,0,0,0,12.6,0,0,846,-222,-160.4577,139.2738
  Net Extraordinary Losses (Gains),XO_GL_NET_OF_TAX,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,,,,,,,,,,,,,394.856,334.502,363.916,374.696,438.039,469.532,426.727,395.92,367.703,369.929,388.647,407.386,2943.808,425.889,428.822,431.885,435.374,437.799,440.922,443.155,444.698,441.571
"Basic EPS, GAAP",IS_EPS,,,,,,,,,,,,,-0.0529,0.0193,0.06,0.1129,0.1114,0.1414,0.1943,0.2929,0.4371,0.6114,0.0443,0.2757,0.0906,0.29,0.44,1.29,2.78,4.26,6.26,11.55,10.1,12.25
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,,,,,,,,,,,,,-0.0529,0.0193,0.06,0.1129,0.1114,0.1414,0.1943,0.2929,0.4371,0.6114,0.0443,0.2757,0.0906,0.29,0.44,1.29,2.78,4.26,6.26,11.55,10.1,12.25
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,-0.0529,0.0514,0.0971,0.1111,0.1114,0.1229,0.1849,0.2851,0.4371,0.6114,0.0443,0.316,0.0906,0.29,0.44,1.3233,2.78,4.26,8.1815,11.0441,9.7402,12.5626
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,,,,,,,,,,,,,394.856,440.188,452.991,458.626,483.525,482.314,439.852,408.912,380.128,380.583,412.328,425.327,3023.258,436.456,438.652,446.814,451.244,451.765,454.208,455.372,451.29,449.498
"Diluted EPS, GAAP",IS_DILUTED_EPS,,,,,,,,,,,,,-0.0529,0.0143,0.0471,0.0914,0.1014,0.1386,0.1886,0.2829,0.4229,0.5943,0.0414,0.2643,0.0882,0.28,0.43,1.25,2.68,4.13,6.08,11.24,9.95,12.03
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,,,,,,,,,,,,,-0.0529,0.0143,0.0471,0.0914,0.1014,0.1386,0.1886,0.2829,0.4229,0.5943,0.0414,0.2643,0.0882,0.28,0.43,1.25,2.68,4.13,6.08,11.24,9.95,12.03
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,,,,,,,,,,,,,-0.0529,0.0386,0.0786,0.0873,0.1014,0.1214,0.1792,0.2756,0.4229,0.5943,0.0414,0.3027,0.0882,0.28,0.43,1.2782,2.68,4.13,7.9426,10.7525,9.5944,12.3398
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,,,,,,,,,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP
EBITDA,EBITDA,,,,,,,,,-10.726,-26.286,-37.725,-1.744,-1.613,12.338,24.652,11.121,75.593,99.796,153.96,229.983,321.74,419.815,95.461,276.721,456.676,368.109,437.321,910.59,1688.383,2925.975,5024.904,6792.726,6383.177,7741.806
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,-801.0456,-525.0899,-105.1011,-2.2974,-1.0556,4.532,4.9244,1.6301,7.5846,8.2795,11.2819,13.7692,14.8773,13.1005,2.6449,6.3257,8.2962,5.4297,4.9523,7.7877,10.6898,14.5163,20.1028,22.8728,20.19,22.9568
EBIT,EBIT,,,,,,,,,-11.153,-30.031,-57.557,-31.541,-10.673,4.472,16.794,1.002,59.617,77.577,121.506,191.939,283.641,376.068,49.992,228.347,402.648,305.826,379.793,838.679,1605.226,2604.254,4585.289,6194.509,5632.831,6954.003
Gross Margin,GROSS_MARGIN,,,,,,,,,2.0911,12.6448,30.7377,34.2568,48.8659,45.5046,34.0786,31.9054,37.0914,34.7762,33.2996,35.3834,37.2358,36.3441,26.5212,28.7425,31.8257,32.2742,29.1394,31.2991,36.8917,38.2817,38.8851,41.6366,39.3707,41.5378
Operating Margin,OPER_MARGIN,,,,,,,,,-832.935,-599.9001,-160.3527,-41.5494,-6.9847,1.6427,3.3547,0.1469,5.9817,6.4361,8.9037,11.4915,13.1156,11.7353,1.3851,5.2199,7.3147,4.511,4.3008,7.1727,10.1633,12.9202,18.344,20.8584,17.8166,20.6208
Profit Margin,PROF_MARGIN,,,,,,,,,-827.5579,-596.1846,-159.8122,-50.8721,-13.7089,2.392,4.3137,6.1604,4.9246,5.5261,6.084,6.9366,7.4379,7.0563,0.4752,2.5695,4.8468,1.809,2.114,4.7801,7.6688,9.2621,11.0473,17.2276,14.208,16.0364
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,29108.6954,18540.7409,,291969.2406,401065.6168,480146.3845,532564.8936,692602.0305,766661.5385,781673.1518,830085.7664,911221.4948,992029.8165,1364811.3288,1764930.0733,2163482.6904,2514689.8127,1937003.1429,1878865.7447,2165317.2222,2224555.0704,2343772.907,2659154.8936,2628127.7876,2469964.8438,2594099.7692
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,6.4455,16.0563,21.9729,15.327,15.7835,21.3718,42.4164,65.7473,48.4742,2.4724,10.8172,16.7206,6.0101,7.6145,17.8521,27.4636,29.123,29.6169,38.0184,24.5282,26.1472
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,-150.6486,-131.4745,-82.0629,-24.3355,4.2487,10.0957,13.6346,10.084,10.3446,12.8283,17.8913,19.3589,11.1632,0.4875,2.3965,4.2842,1.4223,1.5694,3.4291,5.3848,6.2282,7.539,12.2011,9.6414,11.1131
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,6.786,,,,15.2917,19.8404,29.0893,35.838,34.8708,3.122,9.3629,13.248,6.443,5.5316,8.8526,12.6675,12.3056,12.792,18.2146,14.2158,15.99
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,4.3797,,,,10.8114,17.9962,27.4685,34.0109,33.1466,2.9221,10.4266,13.7075,7.4811,5.3202,10.2284,12.8691,12.3013,15.1391,17.2812,13.4897,16.3497
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margins,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gross Margin,GROSS_MARGIN,,,,,,,,,2.0911,12.6448,30.7377,34.2568,48.8659,45.5046,34.0786,31.9054,37.0914,34.7762,33.2996,35.3834,37.2358,36.3441,26.5212,28.7425,31.8257,32.2742,29.1394,31.2991,36.8917,38.2817,38.8851,41.6366,39.3707,41.5378
Operating Margin,OPER_MARGIN,,,,,,,,,-832.935,-599.9001,-160.3527,-41.5494,-6.9847,1.6427,3.3547,0.1469,5.9817,6.4361,8.9037,11.4915,13.1156,11.7353,1.3851,5.2199,7.3147,4.511,4.3008,7.1727,10.1633,12.9202,18.344,20.8584,17.8166,20.6208
Incremental Operating Margin,INCREMENTAL_OPERATING_MARGIN,,,,,,,,,,,,65.0107,27.1387,12.6803,5.3957,,18.6407,8.6065,27.5726,23.0468,18.6251,8.8706,,23.3058,15.4236,,3.6061,16.0335,18.6888,22.9024,40.9338,34.2257,,62.6817
Pretax Margin,PRETAX_INC_TO_NET_SALES,,,,,,,,,-827.5579,-596.1846,-159.8122,-50.8721,-13.7089,2.2388,4.3499,1.2218,8.0587,9.2028,9.6361,11.5066,12.3783,11.219,0.8445,3.9107,6.3468,2.0929,2.95,4.1506,7.7652,10.2311,12.7994,19.6651,16.6498,18.4009
Income before XO Margin,INC_BEF_XO_ITEMS_TO_NET_SALES,,,,,,,,,-827.5579,-596.1846,-159.8122,-50.8721,-13.7089,2.2388,4.3137,6.1604,4.9246,5.5261,6.084,6.9366,7.4379,7.0563,0.4752,2.5695,4.8468,1.809,2.114,4.7801,7.6688,9.2621,11.0473,17.2276,14.208,16.0364
Net Income Margin,PROF_MARGIN,,,,,,,,,-827.5579,-596.1846,-159.8122,-50.8721,-13.7089,2.392,4.3137,6.1604,4.9246,5.5261,6.084,6.9366,7.4379,7.0563,0.4752,2.5695,4.8468,1.809,2.114,4.7801,7.6688,9.2621,11.0473,17.2276,14.208,16.0364
Net Income to Common Margin,NET_INCOME_TO_COMMON_MARGIN,,,,,,,,,-827.5579,-596.1846,-159.8122,-50.8721,-13.7089,2.392,4.3137,6.1604,4.9246,5.5261,6.084,6.9366,7.4379,7.0563,0.4752,2.5695,4.8468,1.809,2.114,4.7801,7.6688,9.2621,11.0473,17.2276,14.208,16.0364
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effective Tax Rate,EFF_TAX_RATE,,,,,,,,,,,,,,0,0.8312,,38.8904,39.9522,36.8624,39.7165,39.9121,37.1037,43.727,34.2957,23.634,13.5631,28.3405,,1.2406,9.4711,13.6888,12.3949,14.6659,12.8503
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESG Financial Materiality Scores,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BESG ESG Score,ESG_SCORE,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,1.32,1.21,2.55,3.12,3.62,3.47,3.62,
BESG Environmental Pillar Score,ENVIRONMENTAL_SCORE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4.13,4.36,4.35,4.23,4.21,
BESG Social Pillar Score,SOCIAL_SCORE,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.52,0.35,0.7,1.47,2.57,2.48,2.54,
BESG Governance Pillar Score,GOVERNANCE_SCORE,,,,,,,,,,,,,,,,,,,,,,,,,,5.59,5.43,5.29,5.08,5.29,4.85,4.53,5.06,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESG Disclosure Scores,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESG Disclosure Score,ESG_DISCLOSURE_SCORE,,,,,,,,,,,,,,,,,,,30.3792,28.7094,30.3792,30.3792,30.3792,30.3792,30.3792,29.5242,30.0473,29.8662,32.3006,34.7148,37.3302,37.6924,40.0262,45.8908
Environmental Disclosure Score,ENVIRON_DISCLOSURE_SCORE,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5.1646,10.8426,11.6883,12.7756,13.1078,27.4841
Social Disclosure Score,SOCIAL_DISCLOSURE_SCORE,,,,,,,,,,,,,,,,,,,7.9202,7.9202,7.9202,7.9202,7.9202,7.9202,7.9202,5.3507,6.9226,6.3785,7.9504,9.5224,16.5357,16.5357,16.9287,20.1632
Governance Disclosure Score,GOVNCE_DISCLOSURE_SCORE,,,,,,,,,,,,,,,,,,,83.0223,78.0253,83.0223,83.0223,83.0223,83.0223,83.0223,83.0223,83.0223,83.0223,83.5942,83.5942,83.5942,83.5942,89.8555,89.8555
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Quality,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrogen Oxide Emissions,NOX_EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOC Emissions,VOC_EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Particulate Emissions,PARTICULATE_EMISSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphur Dioxide / Sulphur Oxide Emissions,SULPHUR_DIOXIDE_SULPHUR_OXIDE_EM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Change,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emissions Reduction Initiatives,EMISSION_REDUCTION,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Transition Plan Claim,TRANSITION_PLAN_INDICATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Climate Change Policy,CLIMATE_CHG_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Climate Change Opportunities Discussed,CLIMATE_CHG_OPPORTUNITIES,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risks of Climate Change Discussed,CLIMATE_RISKS,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GHG Scope 1,GHG_SCOPE_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.487,30.883,62.815,59.388,25.79
GHG Scope 2 Location-Based,GHG_SCOPE_2_LOCATION_BASED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.594,28.585,42.291,41.411,30.303
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Efficiency Policy,ENERGY_EFFIC_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Total Energy Consumption,ENERGY_CONSUMPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,94,94.285,156.555,156.967,133.756
Electricity Used,ELECTRICITY_USED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,94,94.285,156.555,156.967,133.756
Fuel Used - Natural Gas,NAT_GAS_USED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuel Used - Crude Oil/Diesel,OIL_DIESEL_USED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Materials & Waste,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Reduction Policy,WASTE_REDUCTION,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hazardous Waste,HAZARDOUS_WASTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Waste,TOTAL_WASTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supply Chain,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Supply Chain Management,ENVIRON_SUPPLY_MGT,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Policy,WATER_POLICY,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total Water Withdrawal,TOTAL_WATER_WITHDRAWAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Water Discharged,TOTAL_WATER_DISCHARGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecological & Biodiversity Impacts,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biodiversity Policy,BIODIVERSITY_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Adopts TNFD Recommendations,ADOPT_TNFD_RECOMMENDATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Zero Deforestation Policy,ZERO_DEFORESTATION_POLICY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Board Level Oversight of Biodiversity,BOARD_LEVEL_OVERSIGHT_BIODIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Executive Level Oversight of Biodiversity,EXEC_LEVEL_OVERSIGHT_BIODIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community & Customers,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Rights Policy,HUMAN_RIGHTS_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Policy Against Child Labor,POLICY_AGAINST_CHILD_LABOR,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quality Assurance and Recall Policy,QUALITY_ASSURANCE_AND_RECALL_POL,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
Consumer Data Protection Policy,CONSUMER_DATA_PROTECTION_POLICY,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1
Community Spending,COMMUNITY_SPENDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Customer Complaints,CUSTOMER_COMPLAINTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diversity,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equal Opportunity Policy,EQUAL_OPPORTUNITY_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gender Pay Gap Breakout,GENDER_PAY_GAP_BREAKOUT,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Pct Women in Senior Management,PCT_WOMEN_SENIOR_MGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.52,43.93,43.5,36.4
Pct Women in Middle and or Other Management,PCT_WOMEN_IN_MID_AND_OTHER_MGMT,,,,,,,,,,,,,,,,,,,,,,,,,,,39.45,,42.64,49,49.25,49.7,,
Pct Women in Workforce,PCT_WOMEN_EMPLOYEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,48.7,51.7,49.6,51.6
Pct Minorities in Workforce,PCT_MINORITY_EMPLOYEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8,50.5,52.9,55.8
Pct Disabled in Workforce,PCT_DISABLED_IN_WORKFORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethics & Compliance,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Ethics Policy,ETHICS_POLICY,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Anti-Bribery Ethics Policy,ANTI_BRIBERY_ETHICS_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health & Safety,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health and Safety Policy,HEALTH_SAFETY_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Fatalities - Employees,FATALITIES_EMPLOYEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost Time Incident Rate - Employees,LOST_TIME_INCIDENT_RATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Capital,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Policy,TRAINING_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,,,,,,,,,,,,,,,,,,,3270,4080,4329,2927,2429,2327,2450,3700,4700,5500,7100,8600,9400,11300,12800,13000
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee Training Cost,EMPLOYEE_TRAINING_COST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supply Chain,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Governance,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit Risk & Oversight,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,,,,,,,,,,,,,,,,,,,11,12,13,14,1,2,3,4,5,6,7,8,9,10,11,12
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,,,,,,,,,,,,,,,,,,,5,5,5,6,6,8,7,7,7,7,7,7,7,7,7,7
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,,,,,,,,,,,,,,,,,,,75,75,75,70.23,75,91.67,100,75,75,75,75,75,75,100,100,95.23
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Board Composition,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
