Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
    Industrial Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2777,0.14737568327761,3159,0.153304862661361,2994,0.14059638412773,4209,0.211358843025008,5065,0.301775500476644,5822,0.243089770354906,5635,0.24878587196468,2858,0.152760703404778,4469,0.167742661962315,4862,0.179734575431592,5686,0.177377090092338
    Building Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,846,0.0448973093456456,896,0.043482480830826,1167,0.0548015966189246,1178,0.059154363764186,2147,0.127919447092469,2336,0.0975365344467641,2636,0.116379690949227,1397,0.0746699449462825,3390,0.127242699497035,4789,0.177035969095412,4187,0.130615173446469
    Consumer Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,582,0.0308868014647349,756,0.0366883432010094,732,0.0343742662596854,824,0.0413779250778347,1112,0.0662535748331745,1208,0.0504384133611691,1251,0.0552317880794702,1397,0.0746699449462825,1982,0.0743938142782073,1526,0.0564119625891834,1572,0.0490391814324931
  Insurance Group,,—,,-1243,-1.44032444959444,2652,0.498589960518895,4941,0.640274718154723,4375,0.588037634408602,3533,0.506305531670966,8154,0.569691888492978,8132,0.547277744128138,7514,0.491528749918231,6383,0.601829153309448,7158,0.414451971512941,4973,0.289397113594041,6079,0.243588716140407,3089,0.163933556227777,2668,0.129476851402504,1969,0.0924630194881428,2321,0.116551170031134,-3239,-0.192981410867493,2010,0.0839248434237996,417,0.0184105960264901,838,0.0447912769255439,936,0.0351324975602432,-22,-0.000813278621862408,6913,0.215653855752433
    GEICO,,—,,221,0.256083429895713,416,0.0782101898853168,452,0.0585719839315796,970,0.130376344086022,1221,0.174978503869304,1314,0.091804653112555,1113,0.0749040985261458,916,0.0599201936285733,649,0.0611917782387328,1117,0.0646748885414857,576,0.0335195530726257,680,0.0272479564032698,1127,0.059810009021918,1159,0.0562457536639814,460,0.0216013148626438,462,0.0231997589635432,-310,-0.0184699714013346,2449,0.102254697286013,1506,0.0664900662251656,3428,0.183227323747929,1259,0.0472562119960964,-1880,-0.0694983549591512,3635,0.113395308210631
    Berkshire Hathaway Reinsurance Group,,—,,-647,-0.749710312862109,547,0.102838879488626,1047,0.13567448490346,417,0.0560483870967742,-1069,-0.153195758096876,1658,0.115838747991337,1427,0.0960360724140252,1324,0.0866095375155361,250,0.0235715632660758,176,0.0101904927334839,-714,-0.0415502793296089,304,0.0121814393332265,1294,0.0686727166587062,606,0.029408910026206,553,0.0259685372153088,1012,0.050818519634428,-3648,-0.217349857006673,-1109,-0.0463048016701461,-1472,-0.0649889624724062,-2700,-0.144315570046502,-930,-0.0349072892425494,1465,0.0541569627740194,1904,0.0593960569004243
      Property/Casualty,,—,,-150,-0.173812282734647,1006,0.189133295732281,1108,0.143579111053518,385,0.051747311827957,-1178,-0.168816279736314,1588,0.110948089149724,1477,0.0994010364089104,776,0.0507620854320665,782,0.0737318498962851,260,0.0150541369926466,-321,-0.0186801675977654,695,0.0278490142651066,1236,0.0655946505333546,1411,0.0684752013976512,1095,0.0514205212491195,895,0.0449432560008035,-1595,-0.0950309818875119,-207,-0.00864300626304802,16,0.000706401766004415,-799,-0.0427067186915388,667,0.0250356579836349,2180,0.0805885179845477,3508,0.109433491390067
        General Re Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,151,0.00709086640056351,128,0.00642763884704228,-551,-0.0328288846520496,—,,—,,—,,—,,—,,—,
        NICO Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,944,0.044329654848556,767,0.0385156171537612,-1044,-0.0622020972354623,—,,—,,—,,—,,—,,—,
      Life/Health,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-99,-0.00933433905336602,-197,-0.0114064037982746,-700,-0.0407355679702048,-190,-0.00761339958326655,379,0.0201135700260044,-173,-0.00839561292827332,130,0.00610471941770369,305,0.0153158581902179,-52,-0.00309818875119161,182,0.00759916492693111,159,0.00701986754966887,-18,-0.000962103800310011,-421,-0.0158021169581863,109,0.00402942589922738,354,0.0110431744447217
        General Re Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-18,-0.00084526884245128,73,0.0036657627799538,-369,-0.0219852240228789,—,,—,,—,,—,,—,,—,
        Life Reinsurance,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-23,-0.00111617975346986,—,,—,,—,,—,,—,,—,,—,,—,,—,
        BHLN Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,148,0.00694998826015497,232,0.0116500954102641,317,0.0188870352716873,—,,—,,—,,—,,—,,—,
        Periodic payment annuity,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-197,-0.00956032223624187,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Variable Annuity,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,47,0.00228088906143842,—,,—,,—,,34,0.001419624217119,167,0.00737306843267108,-18,-0.000962103800310011,114,0.00427895803618347,467,0.0172636871095338,233,0.00726853007237335
      Periodic Payment Annuity,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-202,-0.00948579478750881,-128,-0.00642763884704228,-671,-0.0399785510009533,-340,-0.01419624217119,-549,-0.0242384105960265,-617,-0.0329787802661821,-508,-0.0190676375647474,-623,-0.02303057188274,-650,-0.0202770152233591
      Retroactive Reinsurance,,—,,-371,-0.429895712630359,-433,-0.0814062793758225,-387,-0.0501490216405339,-412,-0.0553763440860215,-214,-0.0306678131269705,-173,-0.0120869139942709,-375,-0.0252372299616394,-414,-0.0270818342382416,-448,-0.0422402413728078,-90,-0.00521104742053153,645,0.0375349162011173,-201,-0.00805417534861356,-321,-0.0170355039006528,-632,-0.0306706784431719,-470,-0.0220709086640056,-60,-0.00301295570955107,-1330,-0.0792421353670162,-778,-0.0324843423799582,-1265,-0.0558498896247241,-1248,-0.0667058634881608,-782,-0.029352150739434,-668,-0.0246940963365495,-1541,-0.0480721237833791
      Quota Share,,—,,-57,-0.0660486674391657,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Other Multi-line Property/Casualty,,—,,-69,-0.0799536500579374,-26,-0.0048881368678323,326,0.0422443954904756,444,0.0596774193548387,323,0.0462883347664087,243,0.0169775728358835,325,0.0218722659667542,962,0.0629292863217113,15,0.00141429379596455,203,0.0117538069596433,-338,-0.0196694599627561,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Berkshire Hathaway Primary Group ( BHPG ),,—,,30,0.0347624565469293,32,0.00601616845271668,74,0.00958921860826746,161,0.0216397849462366,235,0.0336772714244769,340,0.0237546286592608,279,0.0187764990914597,210,0.0137371622947603,84,0.00792004525740147,268,0.015517341207805,242,0.0140828677839851,286,0.0114601698990223,385,0.0204319906596614,626,0.0303795011161798,824,0.0386945292322141,657,0.0329918650195842,719,0.0428384175405148,670,0.0279749478079332,383,0.0169094922737307,110,0.00587952322411673,607,0.0227835748066962,393,0.0145281135632694,1374,0.0428624906413776
    Investment Income,,—,,2824,3.27230590961761,3050,0.573416055649558,3223,0.417649345600622,2824,0.379569892473118,3480,0.498710232158212,4316,0.301544050862852,4758,0.320209973753281,4722,0.308889906456466,5173,0.487742787101641,5145,0.297898210873719,4725,0.274965083798883,4454,0.178474114441417,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    General Re,,—,,-3671,-4.25376593279258,-1393,-0.261891332957323,145,0.0187896851107943,3,0.000403225806451613,-334,-0.0478647176841502,526,0.0367498078669741,555,0.0373511003432263,342,0.0223719500228953,477,0.0449745427116726,452,0.0261710381564472,144,0.00837988826815642,355,0.0142250360634717,283,0.0150188398874914,277,0.013442686596137,132,0.00619863817797605,190,0.00954102641357839,—,,—,,—,,—,,—,,—,,—,
      Global Life/Health,,—,,-82,-0.0950173812282735,-55,-0.0103402895281068,58,0.00751587404431774,85,0.0114247311827957,111,0.0159071367153912,153,0.0106895828966674,80,0.00538394239181641,179,0.0117092954798195,177,0.0166886667923817,163,0.00943778588385154,137,0.00797253258845438,-44,-0.00176310306138804,135,0.00716446425728387,73,0.00354265747840435,-18,-0.00084526884245128,73,0.0036657627799538,—,,—,,—,,—,,—,,—,,—,
      Faraday (London Market),,—,,—,,-4,-0.000752021056589584,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
      Property/Casualty,,—,,-3589,-4.15874855156431,-1334,-0.250799022372626,87,0.0112738110664766,-82,-0.0110215053763441,-445,-0.0637718543995414,373,0.0260602249703067,475,0.0319671579514099,163,0.0106626545430758,300,0.028285875919291,289,0.0167332522725957,7,0.000407355679702048,399,0.0159881391248598,148,0.0078543756302075,204,0.0099000291177327,150,0.00704390702042733,117,0.00587526363362459,—,,—,,—,,—,,—,,—,,—,
        International Property/Casualty,,—,,-746,-0.864426419466976,-315,-0.0592216582064298,20,0.00259168070493715,-93,-0.0125,-138,-0.0197764402407567,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
        North American Property/Casualty,,—,,-2843,-3.29432213209734,-1019,-0.191577364166197,67,0.00868213036153946,11,0.00147849462365591,-307,-0.0439954141587847,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  BNSF,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,3611,0.209078802617104,4741,0.275896182495345,5377,0.215459208206443,5928,0.314599586053176,6169,0.299378821702417,6775,0.318149800422634,5693,0.285879280907904,6328,0.377025738798856,6863,0.286555323590814,7250,0.320088300220751,6792,0.363033833983644,7861,0.295060430898581,7708,0.28494325533252,6614,0.206326428749688
  Service and Retailing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1675,0.067118127905113,1955,0.103752056466592,1981,0.0961370474619043,2222,0.104343742662597,2251,0.113036055036658,2603,0.155088179218303,2942,0.122839248434238,2843,0.125518763796909,2879,0.153883157838473,4711,0.176826064109301,5042,0.18638867324683,5176,0.16146743199401
    Service,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,966,0.038708126302292,1093,0.0580056254311946,1202,0.058332524507425,1156,0.0542850434374266,1161,0.0583006929798132,1519,0.0905028598665396,1836,0.0766597077244259,1681,0.0742163355408389,1600,0.0855203378053343,2672,0.100292770813002,3047,0.112639089127944,2995,0.0934302470676316
    Retailing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,306,0.0122615803814714,376,0.0199543597091758,344,0.0166941667475493,564,0.0264850903968068,659,0.0330922968765692,785,0.0467707340324118,860,0.0359081419624217,874,0.0385871964679912,1028,0.0549468170399273,1809,0.0679003077847009,1724,0.0637314701859451,1726,0.0538432742700275
    McLane,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,403,0.0161484212213496,486,0.0257920713262219,435,0.02111035620693,502,0.0235736088283635,431,0.0216430651802752,299,0.0178145853193518,246,0.0102713987473904,288,0.0127152317880795,251,0.0134160029932118,230,0.00863298551159823,271,0.0100181139329415,455,0.014193910656351401
  Pilot Travel Center (Pilot),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,968,0.0301971549787871
  Berkshire Hathaway Energy (BHE),,—,,—,,—,,—,,—,,0,,1476,0.103123035003144,1774,0.119388922538529,2963,0.193824818473213,1528,0.144069394682255,1539,0.0891089108910891,1659,0.0965432960893855,1644,0.0658759416573169,2102,0.11155336199119,3138,0.152285742016888,3350,0.15731392345621,3438,0.172642362157276,2768,0.164918970448046,2769,0.115615866388309,2618,0.115584988962472,2548,0.136191137954995,3293,0.123601831694317,3146,0.116298842926324,940,0.0293236835537809
    NV Energy,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-58,-0.00307806612535159,549,0.0266427254197806,586,0.0275181967598028,559,0.0280707040273175,365,0.0217469018112488,417,0.0174112734864301,—,,—,,—,,—,,—,
    Other Energy Businesses,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,62,0.00329034654778963,264,0.0128118023876541,394,0.0185019957736558,377,0.0189314050416792,404,0.0240705433746425,296,0.0123590814196242,—,,—,,—,,—,,—,
    Natural Gas Pipelines,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,385,0.0204319906596614,379,0.0183927011550034,401,0.0188307114346091,413,0.0207391784674099,270,0.0160867492850334,507,0.0211691022964509,—,,—,,—,,—,,—,
    Northern Powergrid,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,362,0.0192113782306427,527,0.0255750752208095,460,0.0216013148626438,367,0.018429245756754,251,0.0149547187797903,304,0.0126931106471816,—,,—,,—,,—,,—,
    Real Estate Brokerage and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,139,0.00737674467972191,139,0.00674560807531787,191,0.0089692416060108,225,0.0112985839108165,118,0.00703050524308866,204,0.00851774530271399,—,,—,,—,,—,,—,
    MidAmerican Energy Company,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,230,0.0122061242901873,270,0.0131029797146462,292,0.0137121389997652,392,0.019684643969067,597,0.035569590085796,296,0.0123590814196242,—,,—,,—,,—,,—,
    PacifiCorp,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,982,0.052114843708539,1010,0.0490148500436766,1026,0.0481803240197229,1105,0.0554886009842322,763,0.0454599618684461,745,0.0311064718162839,—,,—,,—,,—,,—,
  McLane Company,,—,,—,,0,,150,0.0194376052870286,228,0.0306451612903226,217,0.0310977357409,229,0.015999441067561,232,0.0156134329362676,276,0.0180545561588278,344,0.0324344710541203,369,0.0213652944241793,370,0.0215316573556797,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Scott Fetzer Companies,,—,,129,0.149478563151796,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Retailing,,—,,175,0.202780996523754,166,0.0312088738484678,165,0.0213813658157315,163,0.0219086021505376,—,,289,0.0201914343603717,274,0.0184400026919712,163,0.0106626545430758,161,0.0151800867433528,197,0.0114064037982746,239,0.0139082867783985,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Service,,—,,—,,—,,—,,—,,—,,658,0.0459721931111577,968,0.0651457029409785,971,0.0635180218486295,-91,-0.00858004902885159,984,0.056974118464478,1039,0.0604632216014898,966,0.038708126302292,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Building Products,,—,,461,0.534183082271147,516,0.0970107163000564,559,0.0724374757029934,643,0.0864247311827957,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Flight Services,,—,,186,0.215527230590962,225,0.0423011844331641,72,0.00933005053777375,191,0.0256720430107527,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Non-Insurance,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Apparel,,—,,-33,-0.0382387022016222,229,0.0430532054897537,289,0.0374497861863418,325,0.0436827956989247,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other Manufacturing,,—,,—,,—,,—,,—,,—,,1756,0.122685670369594,2037,0.137088633151625,1675,0.10957022306535,814,0.0767490099943428,1911,0.110647906895953,2397,0.139490223463687,3911,0.156715819842924,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Reconciliation,,—,,—,,—,,4303,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Shaw Industries,,—,,292,0.338354577056779,424,0.079714231998496,436,0.0564986393676299,466,0.0626344086021505,485,0.0695041559186013,594,0.0415007335988262,436,0.0293424860353994,205,0.0134100870020279,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Finance and Financial Products,,—,,519,0.601390498261877,726,0.13649182177101,619,0.0802125178178048,584,0.078494623655914,822,0.117798796216681,1157,0.0808356039963669,1006,0.0677030755770913,787,0.0514816510760777,781,0.0736375636432208,689,0.0398934630305136,774,0.0450418994413408,1393,0.0558182401025805,1564,0.0830016451732739,1839,0.0892458507230904,2086,0.0979572669640761,—,,—,,—,,—,,—,,—,,—,,—,
    Other,,—,,—,,—,,—,,—,,233,0.0333906563485239,462,0.0322783483546426,369,0.0248334342822532,494,0.0323150389219598,580,0.0546860267772959,460,0.0266342423716056,465,0.0270600558659218,487,0.0195143452476358,444,0.0235631268906225,454,0.0220324177424051,471,0.0221178680441418,—,,—,,—,,—,,—,,—,,—,,—,
    Transportation Equipment Leasing,,—,,—,,—,,—,,—,,173,0.0247922040699341,182,0.0127157129881926,111,0.00747022006864527,87,0.00569111009354353,14,0.00132000754290024,53,0.00306872792542412,155,0.00902001862197393,651,0.0260859112037185,704,0.0373613543490952,827,0.0401339415704164,909,0.0426860765437896,—,,—,,—,,—,,—,,—,,—,,—,
    Manufactured Housing and Finance,,—,,—,,—,,—,,—,,416,0.059615935798223,513,0.0358415426535318,526,0.0353994212261929,206,0.0134755020605743,187,0.0176315293230247,176,0.0101904927334839,154,0.00896182495344506,255,0.0102179836512262,416,0.0220771639335562,558,0.0270794914102689,706,0.0331533223761446,—,,—,,—,,—,,—,,—,,—,,—,
  Marmon,,—,,—,,—,,—,,—,,—,,—,,0,,733,0.0479492379145679,686,0.064680369602112,813,0.0470731283654681,992,0.0577281191806331,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Other Businesses,,—,,377,0.436848203939745,381,0.0716300056401579,486,0.0629778411299728,465,0.0625,1921,0.275293780452852,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Income Taxes,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,9240,1.0,—,,-321,,—,,12440,1.0,20879,1.0,-8502,,23019,1.0
  Adjustment,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1788,,—,,-5768,,—,,8181,,15771,,-13483,,16109,
  Insurance Group,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1585,0.212694578636608,—,,1374,0.252248944373049,—,,1089,0.255693824841512,1050,0.205559906029757,1247,0.250351335073278,3497,0.506078147612156
  Manufacturing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2442,0.327697262479871,—,,2188,0.401689003120984,—,,1795,0.421460436722235,2193,0.429326546593579,2403,0.482433246336077,2487,0.359913169319826
  BNSF,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2124,0.285024154589372,—,,1644,0.301817514228015,—,,1631,0.382953745010566,1871,0.36628817541112,1763,0.35394499096567,1527,0.220984081041968
  Service and Retailing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,930,0.124798711755233,—,,693,0.12722599596108,—,,740,0.173749706503874,1147,0.224549725920125,1197,0.240313190122465,1252,0.181186685962373
    Service,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,761,0.102120236178207,—,,634,0.116394345511291,—,,669,0.157079126555529,1086,0.212607674236492,1131,0.227062838787392,1135,0.164254703328509
    McLane,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,169,0.0226784755770263,—,,59,0.0108316504497889,—,,71,0.0166705799483447,61,0.0119420516836335,66,0.0132503513350733,117,0.016931982633864
  Pilot Travel Center (Pilot),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,169,0.0244573082489146
  Berkshire Hathaway Energy (BHE),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,371,0.0497852925389157,—,,-452,-0.0829814576831283,—,,-996,-0.233857713078187,-1153,-0.225724353954581,-1629,-0.32704276249749,-2022,-0.292619392185239
Pretax Margin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14.6,,15.9,,15.8,,16.3,
  Building Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,13.5,,13.6,,16.6,,16.1,
  Service,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,13,,16.8,,16,,14.5,
  Consumer Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11.5,,12.7,,9.5,,10.8,
  Retailing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,6.5,,9.5,,8.9,,8.9,
  McLane,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0.5,,0.5,,0.5,,0.9,
Net Income,,—,,—,,—,,—,,—,,—,,—,,13213,1.0,4994,1.0,8055,1.0,12967,1.0,10254,1.0,14824,1.0,19476,1.0,19872,1.0,24083,1.0,24074,1.0,44940,1.0,4021,1.0,—,,42521,1.0,89795,1.0,-22759,,96223,1.0
  Investment and Derivative Gains/Losses,,—,,—,,—,,—,,—,,—,,—,,3579,0.267648818426563,-4645,-0.906695295725161,486,0.0588235294117647,1874,0.140859891761876,-521,-0.0477149922154043,2227,0.142564496511107,4337,0.214830592431147,3321,0.165908977369236,6725,0.279590903421611,6497,0.26608510464021,1377,0.0843801703535756,-17737,-3.17469124753893,—,,31591,0.586223533559725,62340,0.703953385954809,-53612,2.16212292305211,58873,0.622020539261263
"  Manufacturing, Services and Retailing",,—,,—,,—,,—,,—,,—,,—,,2353,0.175964702363147,2283,0.44563732188171,1113,0.134713144517066,2462,0.185057125676488,3039,0.278322190676802,3357,0.214903015171884,3877,0.192044779076679,4468,0.223210271269421,4683,0.194695048434707,5631,0.230618012040791,7282,0.446228322813898,9364,1.67603364954358,—,,8300,0.15402030098907,11120,0.125568842666305,12512,-0.504597515728343,12759,0.13480475023244
  Insurance - Investment Income,,—,,—,,—,,—,,—,,—,,—,,3510,0.262488782530661,3497,0.682607846964669,4085,0.49443234083757,3860,0.290138304269393,3555,0.325579265500504,3397,0.217463670699699,3708,0.183673469387755,3542,0.176949592846081,3725,0.154866336839479,3636,0.148912642830815,3887,0.238188614498437,4554,0.815106497225702,—,,5039,0.0935070236968584,4807,0.0542814232641124,6484,-0.261493789320858,9567,0.101079790381202
  Insurance - Underwriting,,—,,—,,—,,—,,—,,—,,—,,2184,0.163326353574634,1805,0.352332617606871,1013,0.122609537642217,1301,0.0977901383042694,154,0.0141038556644381,1046,0.0669611420523654,1995,0.0988210818307906,1692,0.0845281510715891,1162,0.0483099821228121,1370,0.0561084490314125,-2219,-0.135976469146394,1566,0.280293538571684,—,,657,0.0121917274397372,728,0.0082206940162833,-30,0.00120987256009034,5428,0.0573493364888851
  BNSF,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,2235,0.167994588093806,2972,0.272186097627988,3372,0.215863260994815,3793,0.187883891420646,3869,0.193285707148923,4248,0.176609986280298,3569,0.146168652987673,3959,0.242600649549605,5219,0.934132808304994,—,,5161,0.09577093655477,5990,0.0676400510405727,5946,-0.239796741409905,5087,0.0537465133970079
  Berkshire Hathaway Energy (BHE),,—,,—,,—,,—,,—,,—,,—,,1114,0.0833084056236913,1704,0.332617606870974,1071,0.12962962962963,1131,0.0850120264582081,1204,0.110266507921971,1323,0.0846936815824851,1470,0.0728155339805825,1882,0.0940200829295099,2132,0.0886375919843679,2287,0.0936642503174018,2033,0.124578711930878,2621,0.469124753892966,—,,3141,0.0582864777598397,3572,0.0403356030579175,3904,-0.157444749153089,2331,0.0246280956808385
  Other,,—,,—,,—,,—,,—,,—,,—,,-159,,-129,,-207,,-337,,-665,,-797,,-712,,-145,,30,,-343,,-485,,-1566,,—,,-11368,,1238,,2037,,1575,
  Pilot Travel Center (Pilot),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,603,0.00637097455836362
  Tax Cuts and Jobs Act of 2017,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,0,,29106,,—,,—,,—,,—,,—,,—,
  Finance and Financial Products,,—,,—,,—,,—,,—,,—,,—,,632,0.0472629374813042,479,0.0934999024009369,494,0.0597918179617526,441,0.0331479254359591,516,0.0472570748237018,899,0.0575507329876448,1008,0.0499306518723994,1243,0.0620972173652396,1378,0.0572901509167256,1427,0.0584428881516976,—,,—,,—,,—,,—,,—,,—,
Transportation Fuel,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4478,1.0,2656,1.0,1934,1.0,2518,1.0,3346,1.0,—,,1789,1.0,2766,1.0,4581,1.0,3684,1.0
  BNSF,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,4478,1.0,2656,1.0,1934,1.0,2518,1.0,3346,1.0,—,,1789,1.0,2766,1.0,4581,1.0,3684,1.0
Adjusted Revenue - Supplementary Breakdown,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,247837,1.0,—,,245579,1.0,208523,1.0,302020,1.0,364482,1.0
"  Insurance, Corporate, and Other",,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,63558,0.256450812429137,—,,69817,0.284295481291153,7520,0.0360631680917693,82803,0.27416396265148,96091,0.26363716178028
  Manufacturing,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,61770,0.249236393274612,—,,58978,0.240158971247542,68577,0.32887019657304,75650,0.250480100655586,75283,0.206547922805516
