Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69
  Transportation & Industrial,,217,0.0523775042239923,249,0.0595836324479541,303,0.0944808231992516,276,0.0812481601413012,—,,—,,—,,281,0.18758344459279,437,0.0867063492063492,446,0.280150753768844,—,,344,0.206730769230769,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Specialty Products,,—,,—,,—,,—,,—,,—,,—,,—,,1566,0.310714285714286,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Materials Science,,—,,—,,—,,—,,—,,—,,—,,—,,2583,0.5125,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Packaging & Specialty Plastics,,1105,0.266714940864108,1365,0.326633165829146,1386,0.432179607109448,1273,0.374742419782161,—,,—,,—,,—,,1301,0.258134920634921,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Industrial Intermediates & Infrastructure,,414,0.0999275887038378,368,0.0880593443407514,401,0.125038977237293,489,0.143950544598175,—,,—,,—,,—,,654,0.129761904761905,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Performance Materials & Coatings,,168,0.0405503258508327,323,0.0772912179947356,345,0.107577174929841,392,0.115395937591993,—,,—,,—,,—,,628,0.124603174603175,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate & Other,,-194,,-221,,-185,,-212,,—,,—,,—,,367,,-169,,-182,,—,,42,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,303,0.0731354091238233,294,0.0703517587939698,321,0.100093545369504,309,0.0909626140712393,—,,—,,—,,212,0.141522029372497,418,0.0829365079365079,433,0.271984924623116,—,,330,0.198317307692308,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,229,0.0552739560704803,272,0.065087341469251,341,0.106329903336451,331,0.0974389166911981,—,,—,,—,,71,0.0473965287049399,357,0.0708333333333333,372,0.233668341708543,—,,321,0.192908653846154,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,1392,0.335988414192614,1002,0.239770279971285,-172,-0.0536326785157468,100,0.0294377391816309,—,,—,,—,,—,,891,0.176785714285714,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
EBITDA Margin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Advanced Polymers,,21.5,,22.3,,25.5,,23.4,,—,,—,,—,,—,,30.7,,—,,—,,29.5,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate & Other,,-285.3,,-320.3,,-246.7,,-258.5,,—,,—,,—,,—,,-222.4,,—,,—,,-269.69,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Safety & Construction,,26.5,,23.2,,22.8,,18.4,,—,,—,,—,,—,,27.3,,—,,—,,25.6,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,21.6,,20.4,,21.9,,21.3,,—,,—,,—,,—,,24.3,,—,,—,,22.5,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,24.9,,26.5,,30,,28,,—,,—,,—,,—,,31,,—,,—,,58.6,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,24.5,,27,,27.3,,24.4,,—,,—,,—,,—,,21.6,,—,,—,,18.8,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,16.1,,13.8,,14.5,,17.4,,—,,—,,—,,—,,17.6,,—,,—,,15,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,17.6,,22.4,,16.9,,20.4,,—,,—,,—,,—,,27.3,,—,,—,,19.2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,27.6,,23,,-8.6,,3.8,,—,,—,,—,,—,,23.4,,—,,—,,8.3,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Revenue Growth %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,9,,—,,19,,21,,19,,18,,16,,3,,-8,,-16,,-14,,-9,,1,,5,,15,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-19,,-27,,-12,,-3,,2,,-2,,1,,-6,
  Water & Protection,,—,,—,,—,,—,,—,,—,,6,,—,,7,,6,,7,,4,,2,,-2,,-3,,-3,,-1,,—,,—,,-2,,—,,14,,12,,16,,8,,6,,10,,6,,1,,0,,-8,,-15,,-11,,-7,
  Non-Core,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-19,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,—,,—,,9,,10,,14,,14,,8,,2,,—,,—,,—,,—,,-13,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,—,,—,,0,,—,,21,,19,,14,,3,,—,,—,,—,,—,,1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,—,,—,,5,,1,,-1,,-1,,0,,-2,,—,,—,,—,,—,,7,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,12,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,—,,—,,—,,—,,—,,—,,—,,—,,30,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,—,,—,,—,,—,,—,,—,,—,,—,,12,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,—,,—,,—,,—,,—,,—,,—,,—,,-25,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Revenue Growth - Supplemental Breakdown,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-7,,—,,3,,—,,5,,7,,9,,—,,19,,—,,19,,18,,16,,3,,-8,,-16,,-14,,-9,,1,,5,,15,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-21,,-20,,-19,,-27,,-12,,-3,,2,,-2,,1,,-6,
  Water & Protection,,—,,—,,—,,—,,—,,—,,—,,—,,—,,6,,140,,4,,—,,—,,-3,,—,,—,,—,,—,,—,,—,,—,,—,,16,,8,,6,,10,,6,,1,,0,,-8,,-15,,-11,,-17,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-10,,—,,-9,,—,,-34,,-14,,1,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14,,251,,2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,—,,—,,—,,—,,—,,—,,19,,330,,3,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-1,,64,,-2,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,19,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,26,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,143,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Organic Growth,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,14,,17,,9,,9,,9,,8,,7,,-2,,-13,,-12,,-13,,-7,,-2,,8,
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,9,,15,,12,,5,,9,,1,,-4,,1,,-5,
  Water & Protection,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8,,5,,—,,1,,—,,—,,—,,-6,,1,,11,,11,,17,,10,,9,,15,,12,,4,,1,,-8,,-15,,-10,,-6,
Share Profits of JV/Associates Results,,43,1.0,104,1.0,86,1.0,283,1.0,-3,,—,,—,,—,,257,1.0,7,1.0,45,1.0,—,,41,1.0,50,1.0,44,1.0,178,1.0,39,1.0,102,1.0,29,1.0,7,1.0,21,1.0,20,1.0,22,1.0,—,,24,1.0,20,1.0,16,1.0,13,1.0,15,1.0,14,1.0,11,1.0,11,1.0,12,1.0,23,1.0
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3,0.25,5,0.357142857142857,11,0.578947368421053,5,0.5,9,0.529411764705882,10,0.454545454545455,8,0.4,—,,9,0.428571428571429,10,0.555555555555556,13,0.65,—,,10,0.416666666666667,9,0.529411764705882,7,0.4375,5,0.384615384615385,5,0.333333333333333,3,0.214285714285714,3,0.272727272727273,5,0.454545454545455,10,0.526315789473684,13,0.619047619047619
  Water & Protection,,6,0.130434782608696,7,0.0573770491803279,8,0.0888888888888889,4,0.0134680134680135,0,,—,,—,,—,,5,0.018796992481203,8,0.4,6,0.133333333333333,—,,8,0.666666666666667,7,0.5,7,0.368421052631579,5,0.5,7,0.411764705882353,5,0.227272727272727,7,0.35,7,1.0,12,0.571428571428571,8,0.444444444444444,7,0.35,—,,14,0.583333333333333,8,0.470588235294118,9,0.5625,8,0.615384615384615,10,0.666666666666667,11,0.785714285714286,8,0.727272727272727,6,0.545454545454545,9,0.473684210526316,8,0.380952380952381
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2,,2,,—,,—,,3,,0,,—,,0,,0,,0,,0,,-7,,2,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,29,,36,,25,,168,,22,,80,,9,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1,0.0833333333333333,2,0.142857142857143,1,0.0526315789473684,0,,1,0.0588235294117647,7,0.318181818181818,5,0.25,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Non-Core,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,31,0.688888888888889,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,3,0.0652173913043478,9,0.0737704918032787,3,0.0333333333333333,0,,0,,—,,—,,—,,3,0.0112781954887218,1,0.05,1,0.0222222222222222,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Specialty Products,,—,,—,,—,,—,,—,,—,,—,,—,,18,0.0676691729323308,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Materials Science,,—,,—,,—,,—,,—,,—,,—,,—,,249,0.93609022556391,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Packaging & Specialty Plastics,,0,,48,0.39344262295082,44,0.488888888888889,64,0.215488215488215,—,,—,,—,,—,,59,0.221804511278195,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Industrial Intermediates & Infrastructure,,-31,-0.673913043478261,-11,-0.0901639344262295,-7,-0.0777777777777778,31,0.104377104377104,—,,—,,—,,—,,149,0.56015037593985,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    Performance Materials & Coatings,,51,1.10869565217391,44,0.360655737704918,31,0.344444444444444,176,0.592592592592593,—,,—,,—,,—,,41,0.154135338345865,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate,,-3,,-18,,-4,,-14,,-7,,—,,—,,—,,-9,,-13,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,3,0.0652173913043478,6,0.0491803278688525,5,0.0555555555555556,5,0.0168350168350168,4,1.0,—,,—,,—,,3,0.0112781954887218,5,0.25,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,17,0.369565217391304,16,0.131147540983607,9,0.1,4,0.0134680134680135,0,,—,,—,,—,,7,0.0263157894736842,6,0.3,7,0.155555555555556,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,-3,-0.0652173913043478,3,0.0245901639344262,-3,-0.0333333333333333,13,0.0437710437710438,—,,—,,—,,—,,-1,-0.0037593984962406,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Adjusted EBITDA,,3949,1.0,3958,1.0,3022,1.0,3185,1.0,1242,1.0,1222,1.0,1302,1.0,1403,1.0,1406,1.0,1422,1.0,1455,1.0,1622,1.0,1070,1.0,1017,1.0,1020,1.0,1037,1.0,907,1.0,695,1.0,906,1.0,931,1.0,803,1.0,780,1.0,817,1.0,752,1.0,818,1.0,829,1.0,856,1.0,758,1.0,714,1.0,738,1.0,775,1.0,715,1.0,682,1.0,798,1.0
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,382,0.374877330716389,329,0.339876033057851,396,0.419491525423729,347,0.409681227863046,327,0.363737486095662,336,0.515337423312883,421,0.470391061452514,384,0.416034669555796,436,0.551201011378002,424,0.54639175257732,475,0.573671497584541,423,0.565508021390374,476,0.582619339045288,480,0.579710144927536,473,0.553216374269006,407,0.530638852672751,362,0.512747875354108,349,0.486750348675035,383,0.514093959731544,378,0.546242774566474,374,0.559043348281016,419,0.549148099606815
  Water & Protection,,315,0.0760318609703114,306,0.0732232591529074,282,0.087932647333957,227,0.066823667942302,308,0.234398782343988,275,0.211864406779661,342,0.256564141035259,253,0.170830519918974,326,0.221768707482993,296,0.198125836680054,350,0.232558139534884,311,0.186899038461538,363,0.356231599607458,369,0.381198347107438,340,0.360169491525424,298,0.351829988193625,357,0.397107897664071,339,0.519938650306748,314,0.350837988826816,303,0.328277356446371,355,0.448798988621997,352,0.45360824742268,353,0.426328502415459,325,0.434491978609626,341,0.417380660954712,348,0.420289855072464,382,0.446783625730994,360,0.469361147327249,344,0.487252124645892,368,0.513249651324965,362,0.485906040268456,314,0.453757225433526,295,0.440956651718984,344,0.450851900393185
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,12,,4,,-11,,4,,1,,1,,1,,-9,,8,,21,,30,,23,,13,,35,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,51,,49,,76,,190,,8,,43,,11,,8,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,274,0.268891069676153,270,0.278925619834711,208,0.220338983050847,202,0.238488783943329,215,0.239154616240267,-23,-0.0352760736196319,160,0.17877094972067,236,0.255687973997833,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Non-Core,,—,,—,,—,,—,,164,0.124809741248097,125,0.0963020030816641,78,0.0585146286571643,294,0.198514517218096,110,0.0748299319727891,123,0.0823293172690763,86,0.0571428571428571,358,0.215144230769231,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,217,0.0523775042239923,249,0.0595836324479541,303,0.0944808231992516,276,0.0812481601413012,309,0.235159817351598,283,0.218027734976888,314,0.235558889722431,329,0.222147197839298,389,0.264625850340136,402,0.269076305220884,383,0.254485049833887,344,0.206730769230769,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Corporate & Other,,-194,,-221,,-185,,-212,,-72,,-76,,-31,,-78,,-64,,-72,,-50,,-42,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,303,0.0731354091238233,294,0.0703517587939698,321,0.100093545369504,309,0.0909626140712393,288,0.219178082191781,284,0.218798151001541,282,0.211552888222056,308,0.207967589466577,368,0.250340136054422,383,0.256358768406961,364,0.241860465116279,330,0.198317307692308,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,229,0.0552739560704803,272,0.065087341469251,341,0.106329903336451,331,0.0974389166911981,245,0.186453576864536,331,0.255007704160247,317,0.237809452363091,297,0.200540175557056,277,0.18843537414966,290,0.194109772423025,322,0.213953488372093,321,0.192908653846154,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,1105,0.266714940864108,1365,0.326633165829146,1386,0.432179607109448,1273,0.374742419782161,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,414,0.0999275887038378,368,0.0880593443407514,401,0.125038977237293,489,0.143950544598175,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Performance Materials & Coatings,,168,0.0405503258508327,323,0.0772912179947356,345,0.107577174929841,392,0.115395937591993,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Agriculture,,1392,0.335988414192614,1002,0.239770279971285,-172,-0.0536326785157468,100,0.0294377391816309,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Goodwill,,—,,—,,—,,15272,1.0,—,,—,,—,,59527,1.0,35472,1.0,—,,—,,34496,1.0,6679,1.0,6692,1.0,—,,6711,1.0,32317,1.0,—,,—,,18702,1.0,16322,1.0,15325,1.0,16472,1.0,15427,1.0,16878,1.0,16610,1.0,16302,1.0,16663,1.0,16703,1.0,16643,1.0,17251,1.0,16720,1.0,16613,1.0,16558,1.0
  Electronics & Industrial,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,8458,0.45225109613945,9583,0.587121676265164,8416,0.549168026101142,9611,0.583474987858184,8458,0.548259544953653,9545,0.586158192090395,9408,0.587229261594158,9246,0.588130526047961,9397,0.5853734504454,9418,0.585259756400696,9355,0.583593262632564,10036,0.603016283122033,10205,0.633654144675567,10161,0.634983127109111,10133,0.635377476799599
  Water & Protection,,—,,—,,—,,1183,0.0774620220010477,—,,—,,—,,6595,0.110790061652695,6719,0.18941700496166,—,,—,,6698,0.194167439703154,6679,1.0,6692,1.0,—,,6711,1.0,6756,0.209054058235604,—,,—,,6969,0.372633942893808,6739,0.412878323734836,6909,0.450831973898858,6861,0.416525012141816,6969,0.451740455046347,6739,0.413841807909605,6613,0.412770738405842,6475,0.411869473952039,6656,0.4146265495546,6674,0.414740243599304,6675,0.416406737367436,6607,0.396983716877967,5900,0.366345855324433,5841,0.365016872890889,5815,0.364622523200401
  Corporate and Other,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,594,,589,,581,,610,,611,,613,,608,,615,,611,,610,
  Corporate,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Mobility & Materials,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3275,0.175114960966742,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Non-Core,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1609,0.0466430890538033,—,,—,,—,,—,,872,0.0269827026023455,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Transportation & Industrial,,—,,—,,—,,601,0.0393530644316396,—,,—,,—,,6870,0.115409814033968,7009,0.197592467298151,—,,—,,6967,0.201965445269017,—,,—,,—,,—,,6906,0.213695578178668,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Nutrition & Biosciences,,—,,—,,—,,340,0.0222629649030906,—,,—,,—,,13200,0.221748114301073,13508,0.380807397383852,—,,—,,12109,0.35102620593692,—,,—,,—,,—,,10901,0.337314725995606,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Electronics & Imaging,,—,,—,,—,,4155,0.272066526977475,—,,—,,—,,8175,0.137332638970551,8236,0.232183130356337,—,,—,,7113,0.206197820037106,—,,—,,—,,—,,6882,0.212952934987777,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Packaging & Specialty Plastics,,—,,—,,—,,1518,0.0993975903614458,—,,—,,—,,5044,0.0847346582223193,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Industrial Intermediates & Infrastructure,,—,,—,,—,,1085,0.0710450497642745,—,,—,,—,,1101,0.0184958086246577,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
