Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79
  Internet Media,,122.818001,1.0,124.485,1.0,154.67,1.0,171.397,1.0,194.9,1.0,318.806,1.0,318.597,1.0,337.145,1.0,1545.119,1.0,1620.566,1.0,1723.124,1.0,2277.397,1.0,2299.368,1.0,4791.399,1.0,4853.805,1.0,4821.646,1.0,4839.854,1.0,4830.315,1.0,4836.913,1.0,4849.217,1.0,4902.565,1.0,5122,1.0,5788,1.0,6099,1.0,—,,6308,1.0,—,,—,,—,,—,,—,,—,,10537,1.0,10595,1.0,11396,1.0,11426,1.0,—,,14177,1.0,14586,1.0
  Other Bets,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,0,,—,,—,
  Google Services,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11492,1.0,—,,—,
Assets,,3313.351074,1.0,3865.199,1.0,4497.718,1.0,9451.001,1.0,10271.813,1.0,11294.87,1.0,14396.006,1.0,15693.232,1.0,18473.351,1.0,20015.438,1.0,21423.885,1.0,23340.65,1.0,25335.806,1.0,27604.982,1.0,29179.786,1.0,30806.974,1.0,31767.575,1.0,33513.029,1.0,35158.76,1.0,37702.845,1.0,40496.778,1.0,42871,1.0,48045,1.0,53342,1.0,—,,59960,1.0,—,,—,,—,,—,,—,,—,,93798,1.0,96692,1.0,101182,1.0,105068,1.0,—,,116526,1.0,121608,1.0
  Internet Media,,3313.351074,1.0,3865.199,1.0,4497.718,1.0,9451.001,1.0,10271.813,1.0,11294.87,1.0,14396.006,1.0,15693.232,1.0,18473.351,1.0,20015.438,1.0,21423.885,1.0,23340.65,1.0,25335.806,1.0,27604.982,1.0,29179.786,1.0,30806.974,1.0,31767.575,1.0,33513.029,1.0,35158.76,1.0,37702.845,1.0,40496.778,1.0,42871,1.0,48045,1.0,53342,1.0,—,,59960,1.0,—,,—,,—,,—,,—,,—,,93798,1.0,96692,1.0,101182,1.0,105068,1.0,—,,116526,1.0,121608,1.0
Liabilities,,384.295009,1.0,438.337,1.0,543.861,1.0,657.933,1.0,852.856,1.0,1051.602,1.0,1038.998,1.0,1296.145,1.0,1433.511,1.0,1638.228,1.0,1764.277,1.0,2303.879,1.0,2646.127,1.0,3267.447,1.0,3266.771,1.0,3332.112,1.0,3528.713,1.0,3664.934,1.0,3563.904,1.0,3981.092,1.0,4492.554,1.0,4588,1.0,7432,1.0,10052,1.0,—,,11109,1.0,—,,—,,—,,—,,—,,—,,22083,1.0,21219,1.0,22330,1.0,22079,1.0,—,,24815,1.0,25859,1.0
  Internet Media,,384.295009,1.0,438.337,1.0,543.861,1.0,657.933,1.0,852.856,1.0,1051.602,1.0,1038.998,1.0,1296.145,1.0,1433.511,1.0,1638.228,1.0,1764.277,1.0,2303.879,1.0,2646.127,1.0,3267.447,1.0,3266.771,1.0,3332.112,1.0,3528.713,1.0,3664.934,1.0,3563.904,1.0,3981.092,1.0,4492.554,1.0,4588,1.0,7432,1.0,10052,1.0,—,,11109,1.0,—,,—,,—,,—,,—,,—,,22083,1.0,21219,1.0,22330,1.0,22079,1.0,—,,24815,1.0,25859,1.0
Depreciation and Amortization,,52.459999,1.0,56.193,1.0,66.929,1.0,75.965,1.0,94.725,1.0,111.158,1.0,126.221,1.0,145.31,1.0,189.25,1.0,204.992,1.0,223.355,1.0,249.375,1.0,289.936,1.0,336.524,1.0,391.607,1.0,386.246,1.0,385.51,1.0,403.222,1.0,376.957,1.0,378.623,1.0,365.506,1.0,331,1.0,342,1.0,342,1.0,—,,401,1.0,—,,—,,—,,—,,—,,—,,953,1.0,899,1.0,1030,1.0,974,1.0,—,,1086,1.0,1079,1.0
  Internet Media,,52.459999,1.0,56.193,1.0,66.929,1.0,75.965,1.0,94.725,1.0,111.158,1.0,126.221,1.0,145.31,1.0,189.25,1.0,204.992,1.0,223.355,1.0,249.375,1.0,289.936,1.0,336.524,1.0,391.607,1.0,386.246,1.0,385.51,1.0,403.222,1.0,376.957,1.0,378.623,1.0,365.506,1.0,331,1.0,342,1.0,342,1.0,—,,401,1.0,—,,—,,—,,—,,—,,—,,953,1.0,899,1.0,1030,1.0,974,1.0,—,,1086,1.0,1079,1.0
Depreciation,,—,,—,,—,,—,,—,,95.868,1.0,110.211,1.0,129.55,1.0,—,,—,,—,,—,,—,,280.564,1.0,308.716,1.0,—,,—,,321.1,1.0,311,1.0,311.1,1.0,269,1.0,264,1.0,266,1.0,257,1.0,—,,301,1.0,—,,—,,—,,—,,—,,—,,630,1.0,584,1.0,747,1.0,693,1.0,—,,816,1.0,813,1.0
  Internet Media,,—,,—,,—,,—,,—,,95.868,1.0,110.211,1.0,129.55,1.0,—,,—,,—,,—,,—,,280.564,1.0,308.716,1.0,—,,—,,321.1,1.0,311,1.0,311.1,1.0,269,1.0,264,1.0,266,1.0,257,1.0,—,,301,1.0,—,,—,,—,,—,,—,,—,,630,1.0,584,1.0,747,1.0,693,1.0,—,,816,1.0,813,1.0
R&D Expenses,,87.442001,1.0,79.412,1.0,95.8,1.0,151.721,1.0,189.871,1.0,246.599,1.0,282.552,1.0,312.632,1.0,386.806,1.0,408.384,1.0,532.106,1.0,548.712,1.0,630.783,1.0,673.069,1.0,682.21,1.0,704.571,1.0,733.3,1.0,641.643,1.0,707.626,1.0,757.524,1.0,736.234,1.0,818,1.0,898,1.0,994,1.0,1051,1.0,1226,1.0,1234,1.0,1404,1.0,1298,1.0,1441,1.0,1538,1.0,1879,1.0,1935,1.0,1617,1.0,1766,1.0,1821,1.0,—,,2126,1.0,2238,1.0
  Internet Media,,87.442001,1.0,79.412,1.0,95.8,1.0,151.721,1.0,189.871,1.0,246.599,1.0,282.552,1.0,312.632,1.0,386.806,1.0,408.384,1.0,532.106,1.0,548.712,1.0,630.783,1.0,673.069,1.0,682.21,1.0,704.571,1.0,733.3,1.0,641.643,1.0,707.626,1.0,757.524,1.0,736.234,1.0,818,1.0,898,1.0,994,1.0,1051,1.0,1226,1.0,1234,1.0,1404,1.0,1298,1.0,1441,1.0,1442,0.937581274382315,1540,0.819584885577435,1935,1.0,1617,1.0,1766,1.0,1821,1.0,—,,2126,1.0,2238,1.0
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,96,0.0624187256176853,339,0.180415114422565,—,,—,,—,,—,,—,,—,,—,
Capital Expenditures,,-59.080002,,-142.391,,-157.463,,-292.532,,-245.831,,-344.938,,-699,,-492.222,,-366.638,,-596.893,,-575.098,,-552.64,,-678.209,,-841.597,,-697.517,,-451.503,,-367.844,,-262.755,,-139.437,,-186.339,,-221.357,,-239,,-476,,-757,,—,,-890,,—,,—,,—,,—,,—,,—,,-1020,,-1203,,-1611,,-2289,,—,,-2345,,-2646,
  Internet Media,,-59.080002,1.0,-142.391,1.0,-157.463,1.0,-292.532,1.0,-245.831,1.0,-344.938,1.0,-699,1.0,-492.222,1.0,-366.638,1.0,-596.893,1.0,-575.098,1.0,-552.64,1.0,-678.209,1.0,-841.597,1.0,-697.517,1.0,-451.503,1.0,-367.844,1.0,-262.755,1.0,-139.437,1.0,-186.339,1.0,-221.357,1.0,-239,1.0,-476,1.0,-757,1.0,—,,-890,1.0,—,,—,,—,,—,,—,,—,,-1020,1.0,-1203,1.0,-1611,1.0,-2289,1.0,—,,-2345,1.0,-2646,1.0
General & Administrative Expense,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,559,1.0,—,,648,1.0,676,1.0,809,1.0,757,1.0,942,1.0,882,1.0,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,559,1.0,—,,648,1.0,676,1.0,809,1.0,757,1.0,816,0.866242038216561,789,0.894557823129252,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,126,0.133757961783439,93,0.105442176870748,—,,—,,—,,—,,—,,—,,—,
Selling & Marketing Expense,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,902,1.0,—,,1091,1.0,1204,1.0,1268,1.0,1269,1.0,1413,1.0,1479,1.0,—,,—,,—,,—,,—,,—,,—,
  Google,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,902,1.0,—,,1091,1.0,1204,1.0,1268,1.0,1269,1.0,1286,0.910120311394197,1259,0.851250845165652,—,,—,,—,,—,,—,,—,,—,
  Motorola Mobile,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,127,0.0898796886058033,220,0.148749154834348,—,,—,,—,,—,,—,,—,,—,
Paid Clicks YOY %,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google Network Members' Websites,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,26,,—,,—,,—,
Cost per Click YoY%,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Google Network Members' Websites,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,-8,,—,,—,,—,
Traffic Acquisition Costs,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2510,1.0,2600,1.0,2770,1.0,3076,1.0,2962,1.0,3013,1.0,2972,1.0,3311,1.0,3232,1.0,3293,1.0
  Advertising,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2510,1.0,2600,1.0,2770,1.0,3076,1.0,2962,1.0,3013,1.0,2972,1.0,3311,1.0,3232,1.0,3293,1.0
    Google Network Members' Websites,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2042,0.813545816733068,2093,0.805,2214,0.79927797833935,2442,0.793888166449935,2282,0.770425388251182,2307,0.765682044473946,2217,0.745962314939435,2487,0.751132588341891,2387,0.73855198019802,2400,0.728818706346796
    Google Web Sites,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,468,0.186454183266932,507,0.195,556,0.20072202166065,634,0.206111833550065,680,0.229574611748818,706,0.234317955526054,755,0.254037685060565,824,0.248867411658109,845,0.26144801980198,893,0.271181293653204
  Google (post-Alphabet),,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,3311,1.0,—,,—,
Source: Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
